quadkey_z12,year,quarter,date,avg_download_mbps,avg_upload_mbps,avg_lat_ms,tests
033113113332,2021,2,2021-Q2,5.732,5.67325,41.25,7
033113113333,2021,2,2021-Q2,11.115,2.263,55.0,1
033113121202,2021,2,2021-Q2,8.697,1.529,63.0,1
033113121203,2021,2,2021-Q2,31.84,5.177,25.0,3
033113121210,2021,2,2021-Q2,9.555,18.8945,25.5,6
033113121211,2021,2,2021-Q2,23.645,16.49375,32.75,5
033113121212,2021,2,2021-Q2,14.02156,6.48992,29.48,83
033113121213,2021,2,2021-Q2,22.10353333333333,9.481733333333334,35.86666666666667,64
033113121220,2021,2,2021-Q2,22.176470588235293,9.71270588235294,33.35294117647059,160
033113121221,2021,2,2021-Q2,5.69225,1.1565,41.0,4
033113121222,2021,2,2021-Q2,27.491,8.368777777777778,39.0,21
033113121223,2021,2,2021-Q2,39.046,26.9115,35.0,5
033113121230,2021,2,2021-Q2,13.33975,5.68675,36.375,15
033113121231,2021,2,2021-Q2,12.56557142857143,10.190428571428571,36.857142857142854,60
033113121232,2021,2,2021-Q2,31.046,17.93,21.0,8
033113121301,2021,2,2021-Q2,34.763,24.027,21.0,1
033113121303,2021,2,2021-Q2,27.5325,20.91525,19.75,5
033113121311,2021,2,2021-Q2,6.586,1.503,53.0,1
033113121312,2021,2,2021-Q2,18.66466666666667,3.449,27.0,4
033113121313,2021,2,2021-Q2,18.07183333333333,10.623388888888888,34.77777777777778,89
033113121320,2021,2,2021-Q2,22.769299999999998,9.959700000000002,28.1,87
033113121323,2021,2,2021-Q2,25.6465,3.942,24.0,2
033113121331,2021,2,2021-Q2,16.488714285714288,9.191571428571429,22.428571428571427,15
033113123100,2021,2,2021-Q2,15.142228571428571,9.869342857142858,32.82857142857143,348
033113123101,2021,2,2021-Q2,44.027,17.078,38.0,1
033113123103,2021,2,2021-Q2,23.854,9.935,33.5,51
033113123110,2021,2,2021-Q2,36.16708333333334,12.625666666666666,26.333333333333332,47
033113123111,2021,2,2021-Q2,29.7241,13.8624,26.5,17
033113123112,2021,2,2021-Q2,11.204,8.283,34.0,4
033113123113,2021,2,2021-Q2,3.377,1.28,55.0,1
033113123120,2021,2,2021-Q2,8.702,2.291,31.0,2
033113123122,2021,2,2021-Q2,11.302,3.632,44.25,18
033113123131,2021,2,2021-Q2,12.69025,8.08925,27.5,12
033113123132,2021,2,2021-Q2,13.132666666666665,21.29266666666667,33.666666666666664,3
033113123133,2021,2,2021-Q2,6.29,1.049,16.0,1
033113123301,2021,2,2021-Q2,52.288,19.837,20.0,1
033113123302,2021,2,2021-Q2,60.0355,13.8215,32.0,2
033113123320,2021,2,2021-Q2,28.828,22.569,20.0,1
033113123330,2021,2,2021-Q2,5.452,1.844,41.0,2
033113130003,2021,2,2021-Q2,1.823,1.468,33.0,2
033113130010,2021,2,2021-Q2,2.405,1.65,40.0,2
033113130011,2021,2,2021-Q2,21.3248,6.8175,31.4,37
033113130012,2021,2,2021-Q2,0.644,2.686,39.0,1
033113130013,2021,2,2021-Q2,29.23185714285714,14.49657142857143,30.5,22
033113130020,2021,2,2021-Q2,21.82,12.525708333333334,39.791666666666664,127
033113130021,2021,2,2021-Q2,5.6326,2.6031999999999997,35.2,9
033113130022,2021,2,2021-Q2,14.593,3.948,33.8,18
033113130023,2021,2,2021-Q2,14.666,4.781,20.0,1
033113130030,2021,2,2021-Q2,21.5736,12.0656,33.46666666666667,96
033113130031,2021,2,2021-Q2,19.601724137931036,13.392965517241379,28.344827586206897,203
033113130032,2021,2,2021-Q2,16.44666666666667,11.284,26.0,11
033113130033,2021,2,2021-Q2,8.393,1.296,35.0,6
033113130100,2021,2,2021-Q2,29.7348,17.3146,26.2,48
033113130101,2021,2,2021-Q2,59.721,25.032,29.0,14
033113130102,2021,2,2021-Q2,25.985222222222223,9.85388888888889,33.111111111111114,44
033113130103,2021,2,2021-Q2,38.865,11.4892,28.2,15
033113130110,2021,2,2021-Q2,1.898,0.236,89.0,1
033113130112,2021,2,2021-Q2,23.5,7.3865,28.5,3
033113130120,2021,2,2021-Q2,5.733,1.165,47.0,1
033113130121,2021,2,2021-Q2,3.827,1.859,34.0,1
033113130122,2021,2,2021-Q2,16.8495,6.4415,30.5,2
033113130123,2021,2,2021-Q2,8.087,3.206,28.0,1
033113130133,2021,2,2021-Q2,8.206,4.381,38.5,7
033113130200,2021,2,2021-Q2,10.995666666666667,2.2936666666666663,24.333333333333332,6
033113130201,2021,2,2021-Q2,9.081,1.226,37.0,2
033113130202,2021,2,2021-Q2,17.75766666666667,12.675333333333334,20.333333333333332,20
033113130203,2021,2,2021-Q2,25.541,15.903,24.0,1
033113130211,2021,2,2021-Q2,5.58,1.999,32.0,1
033113130212,2021,2,2021-Q2,12.259,13.1755,22.5,12
033113130213,2021,2,2021-Q2,7.217,1.913,29.0,1
033113130220,2021,2,2021-Q2,21.129,14.003666666666666,30.666666666666668,12
033113130222,2021,2,2021-Q2,19.920967741935485,10.069258064516129,40.12903225806452,549
033113130223,2021,2,2021-Q2,14.633833333333333,8.279133333333332,28.866666666666667,111
033113130230,2021,2,2021-Q2,16.5984,8.2942,30.0,21
033113130231,2021,2,2021-Q2,16.1645,1.245,29.5,2
033113130232,2021,2,2021-Q2,15.0235,1.7995,28.0,27
033113130301,2021,2,2021-Q2,10.129666666666665,5.845,29.333333333333332,5
033113130310,2021,2,2021-Q2,31.115333333333332,15.402,23.333333333333332,4
033113130311,2021,2,2021-Q2,16.62542857142857,4.487,29.571428571428573,12
033113130312,2021,2,2021-Q2,28.72116666666667,10.7955,29.333333333333332,69
033113130313,2021,2,2021-Q2,11.379,3.9405,48.5,3
033113130320,2021,2,2021-Q2,41.5,8.634,22.0,1
033113130321,2021,2,2021-Q2,18.50175,10.8495,35.0,18
033113130322,2021,2,2021-Q2,13.4065,4.322375,113.25,29
033113130323,2021,2,2021-Q2,15.37,8.460600000000001,31.4,29
033113130331,2021,2,2021-Q2,23.20566666666667,5.719666666666667,32.666666666666664,7
033113130333,2021,2,2021-Q2,16.834333333333333,7.948888888888889,49.666666666666664,33
033113131000,2021,2,2021-Q2,2.7096,1.0404,49.4,6
033113131010,2021,2,2021-Q2,9.767,2.018,55.0,1
033113131011,2021,2,2021-Q2,12.458666666666666,13.814666666666666,35.333333333333336,7
033113131012,2021,2,2021-Q2,14.4475,3.6755,39.666666666666664,15
033113131013,2021,2,2021-Q2,2.418,1.448,30.5,4
033113131021,2021,2,2021-Q2,12.407333333333334,2.9243333333333337,39.666666666666664,7
033113131022,2021,2,2021-Q2,15.742533333333332,9.55052,29.453333333333333,1020
033113131023,2021,2,2021-Q2,14.771035714285714,10.41507142857143,26.928571428571427,263
033113131031,2021,2,2021-Q2,4.859,0.003,125.0,1
033113131033,2021,2,2021-Q2,12.993333333333334,4.925,70.0,7
033113131111,2021,2,2021-Q2,4.4705,1.6115,34.5,7
033113131113,2021,2,2021-Q2,10.746,4.067,36.0,4
033113131122,2021,2,2021-Q2,3.287,1.375,33.0,1
033113131123,2021,2,2021-Q2,19.326900000000002,10.6861,29.5,33
033113131131,2021,2,2021-Q2,17.0985,8.450666666666667,37.833333333333336,18
033113131200,2021,2,2021-Q2,25.466384615384616,8.40230769230769,28.692307692307693,90
033113131201,2021,2,2021-Q2,8.932,8.534,19.0,1
033113131202,2021,2,2021-Q2,2.291,1.091,26.0,1
033113131212,2021,2,2021-Q2,22.687,11.501,27.0,4
033113131221,2021,2,2021-Q2,28.944666666666667,10.277333333333335,49.666666666666664,6
033113131230,2021,2,2021-Q2,4.462,1.28,38.0,4
033113131231,2021,2,2021-Q2,0.688,0.847,35.0,2
033113131323,2021,2,2021-Q2,16.9445,7.4795,32.375,70
033113131333,2021,2,2021-Q2,2.794,1.53,51.0,1
033113132000,2021,2,2021-Q2,12.592186046511628,8.463813953488373,40.883720930232556,402
033113132001,2021,2,2021-Q2,15.168592592592592,7.758962962962962,29.25925925925926,264
033113132002,2021,2,2021-Q2,15.574857142857143,5.617428571428571,27.142857142857142,49
033113132010,2021,2,2021-Q2,23.39475,5.3285,39.5,4
033113132011,2021,2,2021-Q2,53.9695,15.268,38.5,2
033113132020,2021,2,2021-Q2,54.20825,20.452,25.25,8
033113132021,2021,2,2021-Q2,38.6644,7.211600000000001,37.8,11
033113132022,2021,2,2021-Q2,16.174866666666667,12.2416,32.266666666666666,43
033113132032,2021,2,2021-Q2,31.3568,12.0286,18.8,31
033113132111,2021,2,2021-Q2,3.95,2.318,28.0,2
033113132131,2021,2,2021-Q2,24.036,11.6815,28.5,4
033113132201,2021,2,2021-Q2,6.699,1.902,54.0,1
033113132310,2021,2,2021-Q2,14.848,3.536,29.0,1
033113132312,2021,2,2021-Q2,10.788166666666665,8.514333333333333,32.333333333333336,35
033113132313,2021,2,2021-Q2,26.44033333333333,5.538333333333333,20.0,4
033113133000,2021,2,2021-Q2,35.4275,7.9425,37.0,3
033113133001,2021,2,2021-Q2,11.3905,4.755,22.0,4
033113133002,2021,2,2021-Q2,6.772,1.258,50.0,3
033113133003,2021,2,2021-Q2,14.4245,8.5124,32.5,92
033113133012,2021,2,2021-Q2,7.544,4.1025,36.5,6
033113133020,2021,2,2021-Q2,20.9715,11.1545,22.0,4
033113133201,2021,2,2021-Q2,17.847,3.26,28.0,4
033113133321,2021,2,2021-Q2,3.287,1.438,33.0,3
033113301122,2021,2,2021-Q2,16.517,30.259,33.0,1
033113301123,2021,2,2021-Q2,5.444,1.016,56.0,2
033113301132,2021,2,2021-Q2,7.96,1.498,89.0,3
033113310003,2021,2,2021-Q2,31.709333333333333,14.544666666666666,24.0,6
033113310333,2021,2,2021-Q2,17.977,5.533,42.5,3
033113312111,2021,2,2021-Q2,50.35616666666667,16.8255,31.666666666666668,26
033113312313,2021,2,2021-Q2,2.442,2.172,53.0,2
033113313120,2021,2,2021-Q2,22.297346153846153,10.342269230769231,42.80769230769231,158
033113313121,2021,2,2021-Q2,31.518666666666668,13.337333333333333,52.666666666666664,20
033113313122,2021,2,2021-Q2,5.360333333333333,1.2103333333333333,46.666666666666664,5
033113313300,2021,2,2021-Q2,3.036,0.392,45.0,1
033113313302,2021,2,2021-Q2,7.4215,2.2185,42.5,2
033113313320,2021,2,2021-Q2,15.0045,8.188444444444444,38.44444444444444,71
033113330031,2021,2,2021-Q2,23.672,5.7895,40.0,2
033113330201,2021,2,2021-Q2,7.148,2.508,41.0,1
033113330212,2021,2,2021-Q2,16.842,3.76,43.0,1
033113330312,2021,2,2021-Q2,5.267,1.584,57.0,1
033113331011,2021,2,2021-Q2,48.817,28.516,30.0,1
033113331012,2021,2,2021-Q2,2.169,0.752,40.0,1
033113331023,2021,2,2021-Q2,28.836,3.227,35.0,1
033113331113,2021,2,2021-Q2,3.111,1.0825,92.0,2
033113331201,2021,2,2021-Q2,32.63175,19.08875,45.75,4
033113331203,2021,2,2021-Q2,19.259035714285712,9.482071428571428,39.714285714285715,210
033113331211,2021,2,2021-Q2,19.174166666666668,8.677,36.0,24
033113331212,2021,2,2021-Q2,12.711,10.404,33.0,1
033113332130,2021,2,2021-Q2,27.293,11.232,45.0,2
033113333001,2021,2,2021-Q2,30.392599999999998,18.049599999999998,32.0,14
033113333010,2021,2,2021-Q2,20.916,7.573,44.0,1
033130311332,2021,2,2021-Q2,0.897,3.174,50.0,3
033130320210,2021,2,2021-Q2,38.1515,17.146,65.5,23
033130320212,2021,2,2021-Q2,3.653,8.458,62.0,1
033130320221,2021,2,2021-Q2,26.327,19.293,67.0,3
033130320223,2021,2,2021-Q2,15.7645,12.4125,66.5,2
033130320231,2021,2,2021-Q2,14.719,14.149,70.0,7
033130320233,2021,2,2021-Q2,3.5005,6.479166666666667,58.166666666666664,10
033130320302,2021,2,2021-Q2,10.743333333333334,12.193666666666665,68.33333333333333,16
033130320303,2021,2,2021-Q2,70.144,16.274,69.0,1
033130320320,2021,2,2021-Q2,8.7838,5.2142,71.6,18
033130322001,2021,2,2021-Q2,6.5715,7.614,63.5,3
033130322003,2021,2,2021-Q2,41.398,11.711,67.0,1
033130322011,2021,2,2021-Q2,12.931967741935482,7.8831612903225805,58.61290322580645,169
033130322110,2021,2,2021-Q2,17.193,11.363,66.0,7
033130322120,2021,2,2021-Q2,9.974,1.693,75.0,1
033130322130,2021,2,2021-Q2,5.76325,12.4115,67.0,11
033130322200,2021,2,2021-Q2,21.292,17.72,67.0,2
033130322220,2021,2,2021-Q2,9.134,14.609,68.0,2
033131011310,2021,2,2021-Q2,4.769,0.342,65.0,1
033131011312,2021,2,2021-Q2,39.831,3.912,57.0,7
033131013321,2021,2,2021-Q2,8.8335,11.2915,57.5,9
033131032023,2021,2,2021-Q2,62.528,27.046,77.5,2
033131032210,2021,2,2021-Q2,65.837,31.857,66.0,1
033131032230,2021,2,2021-Q2,22.7535,16.782,76.5,10
033131100110,2021,2,2021-Q2,27.957,17.666,43.0,1
033131100132,2021,2,2021-Q2,2.2583333333333333,3.7186666666666666,41.666666666666664,5
033131100302,2021,2,2021-Q2,16.925,7.14,52.0,14
033131100310,2021,2,2021-Q2,19.49911475409836,11.491327868852458,43.34426229508197,385
033131100311,2021,2,2021-Q2,30.3405,12.131,43.166666666666664,32
033131100312,2021,2,2021-Q2,26.62325,10.408125,44.625,34
033131100321,2021,2,2021-Q2,1.094,2.23,64.0,1
033131101012,2021,2,2021-Q2,8.61,2.821,54.0,1
033131101020,2021,2,2021-Q2,6.841,0.212,72.0,3
033131101022,2021,2,2021-Q2,0.104,1.492,76.0,1
033131102200,2021,2,2021-Q2,16.191333333333333,8.412,45.0,3
033131102201,2021,2,2021-Q2,23.321,13.694,57.5,2
033131102202,2021,2,2021-Q2,17.063,8.13,55.0,3
033131103202,2021,2,2021-Q2,43.709,26.0075,27.0,2
033131120123,2021,2,2021-Q2,4.43425,1.6325,62.25,14
033131120310,2021,2,2021-Q2,6.8055,2.051,75.0,2
033131122111,2021,2,2021-Q2,31.771,18.94333333333333,49.333333333333336,15
033131123032,2021,2,2021-Q2,11.0345,5.5645,51.0,22
033131123300,2021,2,2021-Q2,20.632,6.327333333333333,57.0,8
033131123323,2021,2,2021-Q2,19.912,21.9,29.0,1
033131211012,2021,2,2021-Q2,31.835,8.912,58.0,1
033131211013,2021,2,2021-Q2,26.14,8.164,54.0,2
033131301110,2021,2,2021-Q2,43.625,14.410666666666666,38.666666666666664,52
033131301113,2021,2,2021-Q2,14.1,9.275,44.0,9
033131310300,2021,2,2021-Q2,7.473,1.252,55.0,2
033131311030,2021,2,2021-Q2,1.304,0.764,65.0,2
033131313321,2021,2,2021-Q2,21.195400000000003,5.6416,63.2,12
033131313323,2021,2,2021-Q2,38.0875,2.3465,49.0,5
033131331012,2021,2,2021-Q2,1.794,3.239,65.0,1
033131331032,2021,2,2021-Q2,48.469,17.74,48.0,1
033131331112,2021,2,2021-Q2,74.57925,4.005,41.25,12
033131331122,2021,2,2021-Q2,13.829,0.806,50.0,1
033131331123,2021,2,2021-Q2,12.523,4.006,40.0,1
033131331211,2021,2,2021-Q2,20.108,5.242,70.0,2
033131331213,2021,2,2021-Q2,54.557,23.8325,51.5,4
033131331233,2021,2,2021-Q2,8.025,1.924,65.0,1
033131331300,2021,2,2021-Q2,0.618,7.924,65.0,1
033131331302,2021,2,2021-Q2,13.315,6.415240740740741,48.22222222222222,285
033131331303,2021,2,2021-Q2,22.831,6.2298,51.8,8
033131331320,2021,2,2021-Q2,5.561,1.45,44.0,1
033131333100,2021,2,2021-Q2,71.98166666666667,24.783,56.666666666666664,20
033131333102,2021,2,2021-Q2,17.012,14.321,69.0,6
033131333120,2021,2,2021-Q2,27.271,13.06,69.0,1
033131333122,2021,2,2021-Q2,3.673,2.307,59.0,6
033131333123,2021,2,2021-Q2,23.1875,8.5115,68.5,9
033131333303,2021,2,2021-Q2,1.94,0.369,51.0,1
033132101123,2021,2,2021-Q2,52.937,20.325,37.0,1
033132110030,2021,2,2021-Q2,32.481,12.601,65.0,1
033132111013,2021,2,2021-Q2,7.3615,7.657,43.5,7
033133003311,2021,2,2021-Q2,7.1765,16.163,48.5,7
033133111110,2021,2,2021-Q2,29.918,8.497,47.0,2
033133111111,2021,2,2021-Q2,38.115,18.127,38.0,1
033133111113,2021,2,2021-Q2,20.145,9.898,43.0,1
122000322200,2021,2,2021-Q2,2.652,7.209,109.0,1
122000322201,2021,2,2021-Q2,28.129846153846152,11.24953846153846,29.153846153846153,130
122000322202,2021,2,2021-Q2,24.935419999999997,11.46212,29.3,373
122000322203,2021,2,2021-Q2,20.61969318181818,11.581863636363636,25.72159090909091,2841
122000322210,2021,2,2021-Q2,39.233625,16.43075,22.25,125
122000322212,2021,2,2021-Q2,21.519145539906102,11.165615023474178,25.699530516431924,6135
122000322213,2021,2,2021-Q2,18.296266666666668,12.950233333333333,26.866666666666667,600
122000322220,2021,2,2021-Q2,17.679948453608247,9.302845360824742,27.0,927
122000322221,2021,2,2021-Q2,20.823739130434785,10.19358695652174,31.717391304347824,1606
122000322222,2021,2,2021-Q2,15.592066666666668,6.929566666666666,36.0,89
122000322223,2021,2,2021-Q2,18.712098591549296,9.022239436619719,27.507042253521128,355
122000322230,2021,2,2021-Q2,21.011223350253807,10.265979695431472,28.081218274111674,3827
122000322231,2021,2,2021-Q2,22.87005076142132,12.78166497461929,25.598984771573605,3664
122000322232,2021,2,2021-Q2,21.539573333333333,9.963239999999999,26.64,563
122000322233,2021,2,2021-Q2,21.87612987012987,10.387155844155844,26.77922077922078,732
122000322300,2021,2,2021-Q2,21.813200000000002,7.8956,20.6,29
122000322301,2021,2,2021-Q2,47.974,14.88,25.0,12
122000322302,2021,2,2021-Q2,21.009574468085106,10.006691489361701,27.319148936170212,1561
122000322303,2021,2,2021-Q2,20.131825688073395,10.766220183486238,27.03669724770642,1591
122000322312,2021,2,2021-Q2,16.243965517241378,8.02001724137931,35.3448275862069,344
122000322313,2021,2,2021-Q2,15.039846153846154,9.398723076923078,32.723076923076924,724
122000322320,2021,2,2021-Q2,22.18447972972973,12.187885135135135,27.16891891891892,3500
122000322321,2021,2,2021-Q2,23.217831775700937,10.483476635514018,28.794392523364486,1055
122000322322,2021,2,2021-Q2,15.30128125,9.68109375,34.40625,424
122000322323,2021,2,2021-Q2,19.859369565217392,8.67054347826087,32.630434782608695,245
122000322330,2021,2,2021-Q2,18.206414414414414,8.98618918918919,30.603603603603602,654
122000322331,2021,2,2021-Q2,17.5171875,8.1260625,30.0,199
122000322332,2021,2,2021-Q2,17.897714285714287,7.638,31.285714285714285,47
122000322333,2021,2,2021-Q2,18.6082,11.1262,24.8,10
122000323202,2021,2,2021-Q2,21.47628125,10.1490625,32.6875,88
122000323203,2021,2,2021-Q2,23.492375,9.456125,29.375,44
122000323210,2021,2,2021-Q2,15.548454545454545,8.767454545454546,32.63636363636363,35
122000323211,2021,2,2021-Q2,21.75,10.88275,30.583333333333332,36
122000323212,2021,2,2021-Q2,13.854695652173914,9.431521739130433,42.34782608695652,87
122000323213,2021,2,2021-Q2,11.183133333333334,5.505,39.46666666666667,29
122000323220,2021,2,2021-Q2,16.540380952380954,10.440047619047618,28.761904761904763,107
122000323221,2021,2,2021-Q2,14.127964285714286,9.74225,33.964285714285715,110
122000323222,2021,2,2021-Q2,30.71677777777778,12.922333333333334,31.22222222222222,71
122000323223,2021,2,2021-Q2,13.250375,7.58025,36.625,21
122000323230,2021,2,2021-Q2,13.144,8.116636363636363,31.454545454545453,41
122000323231,2021,2,2021-Q2,40.797,15.819,24.0,7
122000323232,2021,2,2021-Q2,13.278,5.716333333333333,38.166666666666664,18
122000323233,2021,2,2021-Q2,1.218,1.7475,76.5,3
122000323300,2021,2,2021-Q2,18.339545454545455,4.570363636363636,75.0,92
122000323301,2021,2,2021-Q2,22.004,9.752,32.666666666666664,6
122000323302,2021,2,2021-Q2,17.75629411764706,9.666058823529413,31.529411764705884,83
122000323303,2021,2,2021-Q2,19.549166666666668,11.475083333333334,32.833333333333336,30
122000323310,2021,2,2021-Q2,14.881,3.7264285714285714,30.285714285714285,132
122000323311,2021,2,2021-Q2,21.640375,14.088625,86.375,40
122000323312,2021,2,2021-Q2,8.947,3.40825,28.25,7
122000323313,2021,2,2021-Q2,32.2273,13.6198,32.1,22
122000323320,2021,2,2021-Q2,15.575899999999999,5.566,30.8,15
122000323321,2021,2,2021-Q2,16.965951219512192,9.438170731707318,29.097560975609756,427
122000323322,2021,2,2021-Q2,5.248,4.725666666666667,35.0,4
122000323323,2021,2,2021-Q2,6.682384615384615,3.151230769230769,35.61538461538461,19
122000323330,2021,2,2021-Q2,12.545803921568627,8.196352941176471,30.07843137254902,829
122000323331,2021,2,2021-Q2,16.28932,11.70492,30.12,75
122000323332,2021,2,2021-Q2,19.976307692307692,11.191230769230769,31.846153846153847,63
122000323333,2021,2,2021-Q2,10.717857142857143,5.1415,28.571428571428573,33
122000332200,2021,2,2021-Q2,16.363333333333333,6.256833333333333,37.666666666666664,13
122000332201,2021,2,2021-Q2,16.88233333333333,4.726333333333333,25.0,3
122000332202,2021,2,2021-Q2,8.939,1.9208571428571428,36.142857142857146,49
122000332203,2021,2,2021-Q2,11.640896551724138,6.752689655172414,36.827586206896555,192
122000332210,2021,2,2021-Q2,0.207,0.18,57.0,1
122000332211,2021,2,2021-Q2,10.5785,10.457,103.5,2
122000332212,2021,2,2021-Q2,10.839,12.274,42.5,3
122000332213,2021,2,2021-Q2,23.66425,6.76775,36.5,4
122000332220,2021,2,2021-Q2,15.066,7.474833333333333,32.333333333333336,55
122000332221,2021,2,2021-Q2,11.793833333333334,3.4676666666666667,32.5,7
122000332222,2021,2,2021-Q2,15.848333333333334,4.55,34.666666666666664,5
122000332223,2021,2,2021-Q2,19.55625,9.31125,39.75,4
122000332230,2021,2,2021-Q2,17.8108,3.7554000000000003,27.4,9
122000332232,2021,2,2021-Q2,13.007444444444445,7.650888888888889,24.11111111111111,34
122000332301,2021,2,2021-Q2,15.202,8.862,95.0,5
122000332302,2021,2,2021-Q2,5.085,3.739,41.0,3
122000332303,2021,2,2021-Q2,6.8255,2.0835,149.75,7
122000332310,2021,2,2021-Q2,37.3315,10.811,33.5,2
122000332311,2021,2,2021-Q2,31.20975,7.69275,48.5,7
122000332312,2021,2,2021-Q2,6.41,0.8015,70.5,7
122000332313,2021,2,2021-Q2,26.380166666666668,8.731,38.666666666666664,15
122000332320,2021,2,2021-Q2,13.469,12.817,26.0,1
122000332321,2021,2,2021-Q2,22.049666666666667,14.096666666666666,33.0,8
122000332322,2021,2,2021-Q2,19.9715,14.937,36.5,5
122000332323,2021,2,2021-Q2,6.513368421052632,4.356263157894737,41.0,179
122000332330,2021,2,2021-Q2,3.8015,3.7895,33.0,3
122000332331,2021,2,2021-Q2,10.938555555555554,10.419277777777777,40.22222222222222,88
122000332332,2021,2,2021-Q2,10.958,5.665625,50.1875,35
122000332333,2021,2,2021-Q2,17.077428571428573,10.401428571428571,39.285714285714285,45
122001222200,2021,2,2021-Q2,4.638,1.707,100.0,2
122001222201,2021,2,2021-Q2,10.619470588235293,7.945029411764707,61.73529411764706,377
122001222202,2021,2,2021-Q2,17.62835714285714,7.888928571428572,63.5,24
122001222203,2021,2,2021-Q2,10.76282142857143,8.571285714285715,70.32142857142857,150
122001222210,2021,2,2021-Q2,14.86142857142857,7.884142857142857,49.285714285714285,16
122001222211,2021,2,2021-Q2,8.649899999999999,4.7445,65.5,47
122001222212,2021,2,2021-Q2,12.970135135135134,7.309054054054054,57.83783783783784,170
122001222213,2021,2,2021-Q2,10.442794871794872,7.89774358974359,78.17948717948718,244
122001222221,2021,2,2021-Q2,2.4825,1.1105,63.5,3
122001222231,2021,2,2021-Q2,13.029,15.7328,61.8,14
122001222300,2021,2,2021-Q2,3.7555,6.302666666666667,83.0,13
122001222301,2021,2,2021-Q2,3.095,4.0732,95.2,10
122001222302,2021,2,2021-Q2,12.516,4.062,54.5,19
122001222303,2021,2,2021-Q2,4.475166666666667,2.9,67.66666666666667,12
122001222312,2021,2,2021-Q2,5.425285714285715,0.9904285714285714,99.57142857142857,13
122001222313,2021,2,2021-Q2,9.27684,7.7776000000000005,65.64,399
122001222320,2021,2,2021-Q2,2.58425,7.07775,146.75,4
122001222321,2021,2,2021-Q2,23.114,9.803333333333335,79.33333333333333,3
122001222322,2021,2,2021-Q2,3.6185,7.775,151.0,4
122001222331,2021,2,2021-Q2,0.7693333333333334,0.4986666666666667,36.666666666666664,7
122001222332,2021,2,2021-Q2,3.459,0.166,63.0,1
122001222333,2021,2,2021-Q2,15.293857142857144,9.462428571428571,36.57142857142857,7
122001223002,2021,2,2021-Q2,28.2875,14.264,23.0,4
122001223003,2021,2,2021-Q2,1.601,1.081,46.0,2
122001223020,2021,2,2021-Q2,5.2492,1.5517999999999998,35.0,11
122001223021,2021,2,2021-Q2,4.108,1.491142857142857,46.714285714285715,26
122001223022,2021,2,2021-Q2,0.892,0.384,36.0,1
122001223023,2021,2,2021-Q2,12.082666666666666,1.8153333333333332,44.0,4
122001223030,2021,2,2021-Q2,13.076,9.845416666666667,46.583333333333336,120
122001223032,2021,2,2021-Q2,14.799125,6.507875,29.5,50
122001223200,2021,2,2021-Q2,21.184,9.525,48.0,1
122001223202,2021,2,2021-Q2,12.7345,10.9465,31.5,4
122001223203,2021,2,2021-Q2,8.663,14.012,28.0,2
122001223210,2021,2,2021-Q2,23.49533333333333,11.923,33.666666666666664,4
122001223211,2021,2,2021-Q2,11.465363636363636,12.996363636363636,24.545454545454547,73
122001223212,2021,2,2021-Q2,3.117,6.486,35.0,1
122001223213,2021,2,2021-Q2,2.225,0.4285,44.0,2
122001223220,2021,2,2021-Q2,7.157,0.975,30.0,4
122001223221,2021,2,2021-Q2,9.135,6.594,33.0,1
122001223223,2021,2,2021-Q2,1.942,0.027,259.0,1
122001223230,2021,2,2021-Q2,9.928,4.581600000000001,28.2,659
122001223233,2021,2,2021-Q2,11.45125,11.85125,29.25,7
122001223303,2021,2,2021-Q2,36.558,13.048666666666666,21.333333333333332,7
122001223310,2021,2,2021-Q2,10.648674999999999,11.251475000000001,33.3,743
122001223311,2021,2,2021-Q2,9.987129032258064,9.001774193548387,33.67741935483871,53
122001223312,2021,2,2021-Q2,12.82376923076923,7.878846153846154,27.692307692307693,47
122001223313,2021,2,2021-Q2,3.8775,7.001,32.5,3
122001223320,2021,2,2021-Q2,3.9275714285714285,7.753,29.285714285714285,10
122001223321,2021,2,2021-Q2,16.16957142857143,8.686285714285713,30.571428571428573,19
122001223322,2021,2,2021-Q2,8.937,4.863,30.5,5
122001223323,2021,2,2021-Q2,10.1314375,10.194125,37.6875,185
122001223330,2021,2,2021-Q2,15.012857142857143,9.771857142857144,31.0,19
122001223331,2021,2,2021-Q2,7.343666666666667,4.606333333333333,27.666666666666668,4
122001223332,2021,2,2021-Q2,16.67666666666667,11.552166666666666,33.5,24
122001232201,2021,2,2021-Q2,4.53,1.412,88.0,15
122001232202,2021,2,2021-Q2,18.40833333333333,11.943888888888889,50.44444444444444,84
122001232203,2021,2,2021-Q2,13.993799999999998,6.7748,28.0,10
122001232210,2021,2,2021-Q2,22.9325,19.0365,19.0,14
122001232211,2021,2,2021-Q2,15.2925,5.817,31.5,4
122001232213,2021,2,2021-Q2,0.254,0.219,28.0,1
122001232220,2021,2,2021-Q2,15.26,10.164100000000001,33.5,15
122001232222,2021,2,2021-Q2,18.9605,12.4475,38.5,29
122001232230,2021,2,2021-Q2,12.3784,7.1624,27.4,11
122001232231,2021,2,2021-Q2,37.452,17.51833333333333,22.333333333333332,3
122001232300,2021,2,2021-Q2,12.728625,9.129875,33.6875,105
122001232301,2021,2,2021-Q2,12.7301,6.5644,59.8,27
122001232302,2021,2,2021-Q2,9.403,1.427,54.0,8
