admin_level,admin_code,admin_name,avg_download_mbps,avg_upload_mbps,median_download_mbps,median_upload_mbps,num_tiles,avg_latency_ms,median_latency_ms,num_tests,num_devices,year,quarter,date
ADM1,DZ-01,Adrar,4.200461538461538,4.786450549450549,3.137,3.454,91,114.79120879120879,109.0,365,138,2019,1,2019-Q1
ADM1,DZ-01,Adrar,4.5942248062015505,4.533682170542636,3.264,3.203,129,90.21705426356588,89.0,533,194,2019,2,2019-Q2
ADM1,DZ-01,Adrar,2.9194347826086955,3.511710144927536,1.8605,2.5715,138,94.05797101449275,91.0,558,222,2019,3,2019-Q3
ADM1,DZ-01,Adrar,3.6795437499999997,4.97624375,2.467,3.46,160,85.875,81.5,766,319,2019,4,2019-Q4
ADM1,DZ-01,Adrar,5.890666666666667,4.868156462585034,4.749,3.36,147,91.89795918367346,88.0,724,286,2020,1,2020-Q1
ADM1,DZ-01,Adrar,5.773345794392523,5.066598130841122,4.558,3.442,107,78.78504672897196,75.0,434,172,2020,2,2020-Q2
ADM1,DZ-01,Adrar,9.254192592592593,6.177259259259259,7.287,4.551,135,62.74074074074074,61.0,591,264,2020,3,2020-Q3
ADM1,DZ-01,Adrar,9.709506666666666,6.181760000000001,7.4015,4.755,150,58.08,56.0,733,302,2020,4,2020-Q4
ADM1,DZ-01,Adrar,12.015825870646767,7.156487562189055,8.244,5.044,201,60.407960199004975,60.0,981,392,2021,1,2021-Q1
ADM1,DZ-01,Adrar,17.9843625,7.33471875,11.1385,4.4525,160,53.39375,54.0,575,300,2021,2,2021-Q2
ADM1,DZ-01,Adrar,16.211067510548524,8.759835443037975,13.336,5.014,237,58.62447257383966,56.0,871,380,2021,3,2021-Q3
ADM1,DZ-01,Adrar,22.58256146179402,11.897056478405315,16.807,9.194,301,55.182724252491695,54.0,986,516,2021,4,2021-Q4
ADM1,DZ-01,Adrar,22.11429098360656,11.51877868852459,18.5455,9.948,244,49.46311475409836,49.0,894,399,2022,1,2022-Q1
ADM1,DZ-01,Adrar,22.06685909090909,11.919681818181818,17.604,9.6345,220,65.73181818181818,55.0,1020,452,2022,2,2022-Q2
ADM1,DZ-01,Adrar,21.88382075471698,12.147712264150943,14.5035,10.4615,212,61.533018867924525,54.5,633,336,2022,3,2022-Q3
ADM1,DZ-01,Adrar,26.578013559322034,14.340949152542374,18.432,12.199,295,79.71525423728814,63.0,1159,577,2022,4,2022-Q4
ADM1,DZ-01,Adrar,26.203069090909093,11.866229090909092,18.831,8.555,275,92.23636363636363,63.0,872,515,2023,1,2023-Q1
ADM1,DZ-01,Adrar,26.295286324786325,12.568183760683759,19.0595,10.1165,234,84.55982905982906,58.0,719,415,2023,2,2023-Q2
ADM1,DZ-01,Adrar,25.16689140271493,12.411429864253394,18.634,9.358,221,73.66968325791855,53.0,600,356,2023,3,2023-Q3
ADM1,DZ-01,Adrar,29.41408984375,12.796609375,20.486,10.456,256,66.703125,55.0,950,493,2023,4,2023-Q4
ADM1,DZ-01,Adrar,35.07297457627119,12.319377118644068,20.9745,9.6475,236,65.35593220338983,56.0,686,394,2024,1,2024-Q1
ADM1,DZ-01,Adrar,40.3831712962963,14.573037037037036,29.015,11.819,216,62.745370370370374,57.0,625,370,2024,2,2024-Q2
ADM1,DZ-01,Adrar,37.936243093922656,13.174486187845304,26.139,11.655,181,67.08839779005525,57.0,432,275,2024,3,2024-Q3
ADM1,DZ-01,Adrar,36.83170815450644,12.830587982832618,26.399,9.521,233,57.57081545064378,52.0,605,401,2024,4,2024-Q4
ADM1,DZ-01,Adrar,45.94201960784314,14.917794117647059,31.241,12.1365,204,58.02450980392157,50.0,561,325,2025,1,2025-Q1
ADM1,DZ-01,Adrar,35.985441767068274,12.968473895582328,26.512,9.515,249,68.51807228915662,54.0,659,398,2025,2,2025-Q2
ADM1,DZ-16,Algiers,7.570831853496116,6.500054384017758,6.309,6.2655,1802,45.79855715871254,34.0,30394,11195,2019,1,2019-Q1
ADM1,DZ-16,Algiers,8.64843251173709,7.2830369718309855,7.5315,7.004,1704,44.607394366197184,33.0,21337,8856,2019,2,2019-Q2
ADM1,DZ-16,Algiers,9.653662108262107,7.470352706552707,8.657,7.076,1755,46.52136752136752,33.0,25832,10722,2019,3,2019-Q3
ADM1,DZ-16,Algiers,10.1096702367531,7.8636984216459975,8.67,7.4835,1774,63.51578354002255,42.0,33911,12549,2019,4,2019-Q4
ADM1,DZ-16,Algiers,10.774918963616317,8.813608599779492,9.426,8.2015,1814,40.60970231532525,32.0,35592,13577,2020,1,2020-Q1
ADM1,DZ-16,Algiers,11.887915055653194,8.057759812536615,10.183,7.264,1707,33.31575864089045,27.0,31475,9142,2020,2,2020-Q2
ADM1,DZ-16,Algiers,14.341474464579901,9.69674574409665,12.725,9.118,1821,29.567819879187258,24.0,29652,11497,2020,3,2020-Q3
ADM1,DZ-16,Algiers,16.158903866809883,10.449253490870033,14.6515,10.0575,1862,29.491944146079483,25.0,32082,12755,2020,4,2020-Q4
ADM1,DZ-16,Algiers,17.628913480885313,10.530474346076458,16.357,10.1905,1988,28.586016096579478,24.0,36266,14883,2021,1,2021-Q1
ADM1,DZ-16,Algiers,21.268795309168443,10.914693496801705,19.298,10.7195,1876,27.44402985074627,24.0,30207,12852,2021,2,2021-Q2
ADM1,DZ-16,Algiers,21.92426712692512,11.217707381837494,20.079,10.879,1883,30.307488050982474,26.0,31547,13019,2021,3,2021-Q3
ADM1,DZ-16,Algiers,18.4896484375,10.778294791666667,16.1075,10.266,1920,32.89270833333333,28.0,34493,15356,2021,4,2021-Q4
ADM1,DZ-16,Algiers,19.14238813735692,11.325084287200832,16.2865,11.0005,1922,30.298647242455775,26.0,32930,14052,2022,1,2022-Q1
ADM1,DZ-16,Algiers,23.27608886565604,12.877455305802405,20.593,12.52,1913,28.748562467328803,25.0,32488,13967,2022,2,2022-Q2
ADM1,DZ-16,Algiers,21.791883011190237,12.896987283825025,18.9485,12.456,1966,30.186673448626653,26.0,32310,13821,2022,3,2022-Q3
ADM1,DZ-16,Algiers,22.436211518858308,12.68927624872579,18.657,12.1675,1962,32.61671763506626,26.0,37946,15588,2022,4,2022-Q4
ADM1,DZ-16,Algiers,24.53316369359916,13.382291710388248,21.1005,12.923,1906,31.147429171038826,25.0,30238,12880,2023,1,2023-Q1
ADM1,DZ-16,Algiers,26.789866525423726,13.562503177966102,22.603,12.971,1888,29.451271186440678,24.0,26507,11905,2023,2,2023-Q2
ADM1,DZ-16,Algiers,27.741552521008405,13.554012605042017,24.5515,12.861,1904,30.09926470588235,25.0,23515,11536,2023,3,2023-Q3
ADM1,DZ-16,Algiers,28.891342281879194,13.680478058853899,24.537,12.718,1937,30.22250903458957,24.0,26378,12302,2023,4,2023-Q4
ADM1,DZ-16,Algiers,31.884285714285713,14.532277978339351,27.881,13.585,1939,30.21248066013409,24.0,24876,11954,2024,1,2024-Q1
ADM1,DZ-16,Algiers,34.12064047866805,13.712382934443289,30.3145,13.091,1922,27.386576482830385,23.0,23487,11995,2024,2,2024-Q2
ADM1,DZ-16,Algiers,32.880712782745924,13.01282640715413,28.943,12.149,1901,29.665965281430825,24.0,21026,10695,2024,3,2024-Q3
ADM1,DZ-16,Algiers,32.272286472148544,13.326836604774536,27.931,12.338,1885,29.8657824933687,24.0,21276,11148,2024,4,2024-Q4
ADM1,DZ-16,Algiers,36.91048544755629,13.989341021416804,31.783,12.833,1821,25.895661724327294,21.0,16752,8888,2025,1,2025-Q1
ADM1,DZ-16,Algiers,38.40959365079365,13.973987301587302,32.643,12.951,1890,27.126455026455027,21.0,18676,9455,2025,2,2025-Q2
ADM1,DZ-23,Annaba,6.65005625,5.01585,4.313,4.08,160,64.75625,41.0,1039,326,2019,1,2019-Q1
ADM1,DZ-23,Annaba,5.628210526315789,6.260676691729324,4.085,5.684,133,62.40601503759399,38.0,593,241,2019,2,2019-Q2
ADM1,DZ-23,Annaba,6.584426356589147,5.163085271317829,4.206,4.938,129,42.992248062015506,37.0,654,255,2019,3,2019-Q3
ADM1,DZ-23,Annaba,4.407331034482759,6.077,3.114,5.465,145,60.36551724137931,40.0,731,291,2019,4,2019-Q4
ADM1,DZ-23,Annaba,4.27317880794702,5.061569536423841,2.395,4.903,151,60.09271523178808,39.0,762,331,2020,1,2020-Q1
ADM1,DZ-23,Annaba,6.485397350993377,5.344251655629139,3.638,3.483,151,36.12582781456954,33.0,696,302,2020,2,2020-Q2
ADM1,DZ-23,Annaba,9.25917032967033,6.766137362637362,6.1935,5.3325,182,30.807692307692307,27.0,1132,425,2020,3,2020-Q3
ADM1,DZ-23,Annaba,9.381681318681318,8.543175824175824,6.0135,6.7855,182,32.137362637362635,29.0,1404,473,2020,4,2020-Q4
ADM1,DZ-23,Annaba,10.448435185185184,10.290717592592593,7.57,8.4315,216,32.800925925925924,27.0,1423,597,2021,1,2021-Q1
ADM1,DZ-23,Annaba,15.100913513513513,11.498367567567568,10.815,10.047,185,30.156756756756756,24.0,1045,434,2021,2,2021-Q2
ADM1,DZ-23,Annaba,13.013889447236181,10.610150753768846,9.663,8.906,199,36.175879396984925,34.0,1125,485,2021,3,2021-Q3
ADM1,DZ-23,Annaba,12.247977578475336,11.463668161434978,8.339,10.15,223,39.81614349775785,33.0,1411,583,2021,4,2021-Q4
ADM1,DZ-23,Annaba,12.662763888888888,11.413902777777777,9.2505,10.529,216,32.75,26.0,1320,561,2022,1,2022-Q1
ADM1,DZ-23,Annaba,14.224120000000001,12.086128888888888,8.974,10.324,225,30.69333333333333,25.0,1790,622,2022,2,2022-Q2
ADM1,DZ-23,Annaba,16.502712041884816,13.554722513089006,11.506,13.051,191,29.790575916230367,24.0,1316,518,2022,3,2022-Q3
ADM1,DZ-23,Annaba,19.29607692307692,13.920769230769231,12.5405,13.013,234,37.71367521367522,29.0,1835,694,2022,4,2022-Q4
ADM1,DZ-23,Annaba,20.984099502487563,13.731402985074627,16.756,12.614,201,37.885572139303484,28.0,1338,507,2023,1,2023-Q1
ADM1,DZ-23,Annaba,24.986404145077717,14.202134715025906,15.731,12.585,193,33.66839378238342,28.0,1220,516,2023,2,2023-Q2
ADM1,DZ-23,Annaba,26.66632057416268,15.025129186602872,17.177,13.242,209,33.26315789473684,27.0,1052,537,2023,3,2023-Q3
ADM1,DZ-23,Annaba,25.022966981132075,15.060646226415095,16.369,13.146,212,47.15094339622642,34.0,1154,537,2023,4,2023-Q4
ADM1,DZ-23,Annaba,24.11766976744186,14.354786046511629,17.108,12.503,215,36.0046511627907,28.0,1254,593,2024,1,2024-Q1
ADM1,DZ-23,Annaba,31.099958333333333,13.80311111111111,23.415,12.818,216,28.944444444444443,25.0,1078,566,2024,2,2024-Q2
ADM1,DZ-23,Annaba,30.463026455026455,14.419666666666666,20.458,11.823,189,37.58201058201058,25.0,921,459,2024,3,2024-Q3
ADM1,DZ-23,Annaba,31.71019213973799,15.302637554585154,25.07,13.09,229,37.29257641921397,28.0,1180,551,2024,4,2024-Q4
ADM1,DZ-23,Annaba,27.949787330316745,12.434900452488687,18.846,10.068,221,47.828054298642535,32.0,1039,499,2025,1,2025-Q1
ADM1,DZ-23,Annaba,29.138178082191782,13.52644292237443,25.134,12.959,219,38.0,31.0,1001,547,2025,2,2025-Q2
ADM1,DZ-44,Aïn Defla,5.8125603864734305,4.122386473429952,4.263,2.29,207,60.81159420289855,44.0,986,450,2019,1,2019-Q1
ADM1,DZ-44,Aïn Defla,6.975899999999999,5.531342857142857,4.4485,3.547,210,55.80952380952381,45.0,1097,436,2019,2,2019-Q2
ADM1,DZ-44,Aïn Defla,8.792566666666668,6.858209523809523,5.7505,5.826,210,60.13333333333333,47.0,1046,447,2019,3,2019-Q3
ADM1,DZ-44,Aïn Defla,8.376308411214954,6.610158878504674,6.756,5.448,214,77.98598130841121,48.5,1181,530,2019,4,2019-Q4
ADM1,DZ-44,Aïn Defla,8.12390494296578,6.109117870722433,5.971,4.402,263,71.26996197718631,55.0,1597,662,2020,1,2020-Q1
ADM1,DZ-44,Aïn Defla,9.367118721461187,7.069803652968036,6.053,4.863,219,63.21461187214612,44.0,1309,444,2020,2,2020-Q2
ADM1,DZ-44,Aïn Defla,10.23425283018868,8.057603773584907,6.37,6.761,265,42.841509433962266,37.0,1281,566,2020,3,2020-Q3
ADM1,DZ-44,Aïn Defla,12.68293675889328,8.966841897233202,9.067,8.097,253,44.40316205533597,35.0,2018,615,2020,4,2020-Q4
ADM1,DZ-44,Aïn Defla,14.32391186440678,9.177281355932204,9.523,8.151,295,39.559322033898304,34.0,1932,700,2021,1,2021-Q1
ADM1,DZ-44,Aïn Defla,11.875545098039217,8.566619607843137,7.555,7.031,255,40.12549019607843,37.0,1187,519,2021,2,2021-Q2
ADM1,DZ-44,Aïn Defla,10.171108614232208,7.440629213483146,7.072,6.11,267,42.2247191011236,35.0,1419,605,2021,3,2021-Q3
ADM1,DZ-44,Aïn Defla,13.185168639053254,7.317452662721894,7.759,5.405,338,41.71301775147929,33.0,1458,688,2021,4,2021-Q4
ADM1,DZ-44,Aïn Defla,17.197151408450704,9.965401408450704,11.1365,7.954,284,35.890845070422536,31.0,1370,597,2022,1,2022-Q1
ADM1,DZ-44,Aïn Defla,19.318625850340137,10.386846938775511,12.187,9.405,294,37.10204081632653,30.0,1404,634,2022,2,2022-Q2
ADM1,DZ-44,Aïn Defla,17.49825806451613,10.230394265232976,9.786,8.63,279,39.27598566308244,34.0,1518,624,2022,3,2022-Q3
ADM1,DZ-44,Aïn Defla,18.723324590163934,10.633491803278687,12.067,8.689,305,35.16393442622951,28.0,1648,706,2022,4,2022-Q4
ADM1,DZ-44,Aïn Defla,22.242748484848484,11.149569696969696,14.9145,9.724,330,40.4969696969697,30.0,1704,713,2023,1,2023-Q1
ADM1,DZ-44,Aïn Defla,27.026188552188554,11.84547138047138,19.619,9.217,297,34.0,29.0,1691,754,2023,2,2023-Q2
ADM1,DZ-44,Aïn Defla,29.241689045936397,13.735134275618375,19.804,12.039,283,37.187279151943464,28.0,1258,667,2023,3,2023-Q3
ADM1,DZ-44,Aïn Defla,28.629256097560972,12.767155487804878,22.5415,10.688,328,37.0,28.0,1804,796,2023,4,2023-Q4
ADM1,DZ-44,Aïn Defla,32.44166163141994,13.025619335347432,22.597,10.479,331,38.468277945619334,29.0,1664,730,2024,1,2024-Q1
ADM1,DZ-44,Aïn Defla,33.04093870967742,11.952174193548387,25.9455,9.8515,310,35.5,29.0,1575,690,2024,2,2024-Q2
ADM1,DZ-44,Aïn Defla,29.856844155844154,11.704827922077921,20.611,9.9105,308,36.60064935064935,28.0,1263,628,2024,3,2024-Q3
ADM1,DZ-44,Aïn Defla,31.63380818414322,11.091626598465472,20.465,9.084,391,40.19948849104859,30.0,1673,809,2024,4,2024-Q4
ADM1,DZ-44,Aïn Defla,33.72838762214984,12.110889250814333,25.444,10.696,307,32.420195439739416,27.0,1336,588,2025,1,2025-Q1
ADM1,DZ-44,Aïn Defla,34.18113373860182,13.885164133738602,23.722,12.669,329,34.15501519756839,28.0,1672,678,2025,2,2025-Q2
ADM1,DZ-46,Aïn Témouchent,6.714013245033113,3.454900662251656,5.405,2.777,151,94.0728476821192,87.0,874,335,2019,1,2019-Q1
ADM1,DZ-46,Aïn Témouchent,6.9090476190476195,5.226738095238096,5.64,3.5785,126,63.61904761904762,58.0,498,236,2019,2,2019-Q2
ADM1,DZ-46,Aïn Témouchent,5.692251700680272,4.654721088435374,4.701,2.684,147,88.47619047619048,79.0,694,339,2019,3,2019-Q3
ADM1,DZ-46,Aïn Témouchent,7.51298717948718,6.779134615384615,6.1705,4.506,156,75.35897435897436,64.5,1165,414,2019,4,2019-Q4
ADM1,DZ-46,Aïn Témouchent,7.621406451612903,7.3792709677419355,6.252,6.318,155,82.12258064516129,74.0,1128,430,2020,1,2020-Q1
ADM1,DZ-46,Aïn Témouchent,8.3062109375,8.357640625,6.526,5.9065,128,76.9921875,53.0,839,290,2020,2,2020-Q2
ADM1,DZ-46,Aïn Témouchent,11.725994011976049,9.42962874251497,9.63,7.48,167,40.467065868263475,39.0,1544,531,2020,3,2020-Q3
ADM1,DZ-46,Aïn Témouchent,15.575983146067417,9.258393258426967,12.5025,7.474,178,37.30337078651685,35.0,1308,447,2020,4,2020-Q4
ADM1,DZ-46,Aïn Témouchent,16.100378378378377,8.895183783783782,14.328,7.818,185,35.88108108108108,31.0,1226,504,2021,1,2021-Q1
ADM1,DZ-46,Aïn Témouchent,20.6810981595092,10.729233128834355,16.652,9.32,163,33.34355828220859,30.0,923,388,2021,2,2021-Q2
ADM1,DZ-46,Aïn Témouchent,18.030816216216216,10.951854054054055,16.617,10.259,185,39.027027027027025,34.0,1190,527,2021,3,2021-Q3
ADM1,DZ-46,Aïn Témouchent,20.124645833333332,10.073390625,17.0075,9.2235,192,34.619791666666664,29.0,1191,544,2021,4,2021-Q4
ADM1,DZ-46,Aïn Témouchent,21.952379888268155,10.771430167597766,17.968,10.395,179,30.407821229050278,27.0,1030,443,2022,1,2022-Q1
ADM1,DZ-46,Aïn Témouchent,23.02336111111111,11.731211111111111,19.078,10.975,180,37.81111111111111,29.0,1058,466,2022,2,2022-Q2
ADM1,DZ-46,Aïn Témouchent,26.26115263157895,11.293026315789474,20.7095,10.1225,190,32.10526315789474,24.0,1186,554,2022,3,2022-Q3
ADM1,DZ-46,Aïn Témouchent,30.48045833333333,12.573802083333334,26.267,10.954,192,34.328125,25.0,1454,528,2022,4,2022-Q4
ADM1,DZ-46,Aïn Témouchent,40.21138554216868,14.704433734939759,34.8025,13.606,166,32.57831325301205,23.5,1112,419,2023,1,2023-Q1
ADM1,DZ-46,Aïn Témouchent,34.97222404371585,15.916234972677596,32.054,14.921,183,30.9672131147541,24.0,920,407,2023,2,2023-Q2
ADM1,DZ-46,Aïn Témouchent,37.518668711656446,15.799558282208588,33.389,15.734,163,41.32515337423313,25.0,792,421,2023,3,2023-Q3
ADM1,DZ-46,Aïn Témouchent,39.1233544973545,14.575296296296296,30.796,13.006,189,29.53968253968254,24.0,896,448,2023,4,2023-Q4
ADM1,DZ-46,Aïn Témouchent,44.11726630434782,16.714483695652174,36.7965,15.3335,184,30.092391304347824,25.0,981,436,2024,1,2024-Q1
ADM1,DZ-46,Aïn Témouchent,44.93455737704918,15.364874316939892,37.618,13.908,183,33.42622950819672,26.0,842,444,2024,2,2024-Q2
ADM1,DZ-46,Aïn Témouchent,39.94748648648649,14.235735135135135,32.108,13.096,185,31.156756756756756,25.0,782,410,2024,3,2024-Q3
ADM1,DZ-46,Aïn Témouchent,45.083814102564105,15.254551282051281,34.1795,14.0105,156,26.737179487179485,23.0,837,346,2024,4,2024-Q4
ADM1,DZ-46,Aïn Témouchent,47.78356338028169,15.716028169014084,37.6565,14.8005,142,30.866197183098592,24.0,549,262,2025,1,2025-Q1
ADM1,DZ-46,Aïn Témouchent,39.83186111111111,14.779605555555555,31.6855,13.017,180,28.816666666666666,23.0,820,381,2025,2,2025-Q2
ADM1,DZ-05,Batna,5.905302631578947,4.434555263157895,4.421,3.354,380,68.0421052631579,52.0,2307,1021,2019,1,2019-Q1
ADM1,DZ-05,Batna,6.417787634408603,4.960680107526882,4.607,4.1225,372,64.81989247311827,51.0,2081,916,2019,2,2019-Q2
ADM1,DZ-05,Batna,6.228308483290489,5.685326478149101,4.702,4.721,389,73.68637532133675,55.0,2502,1021,2019,3,2019-Q3
ADM1,DZ-05,Batna,7.355013054830287,7.097704960835509,5.214,6.016,383,59.70496083550914,51.0,2729,1135,2019,4,2019-Q4
ADM1,DZ-05,Batna,7.9231224944320715,6.366824053452116,5.801,5.145,449,61.08240534521158,50.0,3505,1446,2020,1,2020-Q1
ADM1,DZ-05,Batna,8.724330024813897,5.610133995037221,5.362,4.066,403,47.583126550868485,43.0,2497,949,2020,2,2020-Q2
ADM1,DZ-05,Batna,9.671565392354125,6.485028169014084,7.18,4.852,497,49.456740442655935,38.0,3311,1391,2020,3,2020-Q3
ADM1,DZ-05,Batna,10.968448207171315,8.097003984063745,7.4515,7.194,502,49.191235059760956,38.0,3391,1436,2020,4,2020-Q4
ADM1,DZ-05,Batna,12.808667838312829,9.39306502636204,9.41,8.415,569,45.82601054481547,36.0,3892,1655,2021,1,2021-Q1
ADM1,DZ-05,Batna,15.163661508704063,10.833866537717602,11.778,10.128,517,40.03481624758221,31.0,2983,1294,2021,2,2021-Q2
ADM1,DZ-05,Batna,14.582324955116697,10.688912028725314,11.704,9.869,557,46.68581687612208,38.0,3597,1587,2021,3,2021-Q3
ADM1,DZ-05,Batna,15.332815878378378,10.069777027027026,10.864,9.2925,592,45.435810810810814,36.0,4768,1933,2021,4,2021-Q4
ADM1,DZ-05,Batna,16.49121465076661,11.398608177172061,11.919,10.235,587,40.17206132879046,32.0,4710,1736,2022,1,2022-Q1
ADM1,DZ-05,Batna,16.319950738916255,11.220354679802956,11.853,10.795,609,44.545155993431855,33.0,4679,1800,2022,2,2022-Q2
ADM1,DZ-05,Batna,18.85820304568528,13.090895093062604,12.279,12.397,591,67.02707275803722,38.0,3971,1745,2022,3,2022-Q3
ADM1,DZ-05,Batna,20.59429105691057,12.618271544715448,14.805,11.143,615,75.79349593495935,38.0,4870,1911,2022,4,2022-Q4
ADM1,DZ-05,Batna,21.42116695957821,13.056017574692444,13.974,12.327,569,55.17574692442882,35.0,3666,1652,2023,1,2023-Q1
ADM1,DZ-05,Batna,23.198608465608466,13.228317460317461,14.933,11.866,567,40.48148148148148,32.0,3346,1581,2023,2,2023-Q2
ADM1,DZ-05,Batna,31.073963081861958,14.934669341894061,23.313,14.406,623,47.441412520064205,36.0,3528,1562,2023,3,2023-Q3
ADM1,DZ-05,Batna,32.380875,14.534685126582279,24.6725,13.414,632,49.45411392405063,39.0,4109,1738,2023,4,2023-Q4
ADM1,DZ-05,Batna,30.519163543441227,14.15693185689949,23.002,12.306,587,43.126064735945484,36.0,3439,1584,2024,1,2024-Q1
ADM1,DZ-05,Batna,35.23187478559177,14.149617495711835,28.965,12.172,583,40.59005145797599,32.0,3368,1512,2024,2,2024-Q2
ADM1,DZ-05,Batna,37.35114137931034,14.994993103448277,30.432,12.9995,580,41.68793103448276,31.0,3090,1433,2024,3,2024-Q3
ADM1,DZ-05,Batna,36.08910613598673,14.217112769485905,29.148,12.311,603,41.36318407960199,32.0,3866,1607,2024,4,2024-Q4
ADM1,DZ-05,Batna,38.221033450704226,12.478917253521127,29.18,11.2245,568,43.771126760563384,34.0,3101,1430,2025,1,2025-Q1
ADM1,DZ-05,Batna,39.01402003338898,13.507903171953256,31.922,12.461,599,39.84307178631052,32.0,3006,1511,2025,2,2025-Q2
ADM1,DZ-06,Bejaia,6.3863063583815025,3.8101329479768786,4.702,2.473,173,69.6242774566474,49.0,593,240,2019,1,2019-Q1
ADM1,DZ-06,Bejaia,6.454724489795918,3.4947755102040814,4.322,2.581,196,80.13265306122449,56.0,886,289,2019,2,2019-Q2
ADM1,DZ-06,Bejaia,6.393376146788991,4.173,3.4955,2.9865,218,66.13761467889908,55.0,661,297,2019,3,2019-Q3
ADM1,DZ-06,Bejaia,6.641913513513514,5.009821621621621,3.948,3.012,185,67.3891891891892,55.0,829,304,2019,4,2019-Q4
ADM1,DZ-06,Bejaia,6.580091836734694,4.747969387755102,3.0245,2.9005,196,62.38265306122449,54.0,1003,318,2020,1,2020-Q1
ADM1,DZ-06,Bejaia,7.25053807106599,4.885903553299492,4.174,2.607,197,51.58375634517766,45.0,933,273,2020,2,2020-Q2
ADM1,DZ-06,Bejaia,9.773748062015503,6.702523255813953,6.0105,4.004,258,48.93798449612403,38.0,1054,392,2020,3,2020-Q3
ADM1,DZ-06,Bejaia,10.334029787234043,6.657314893617021,6.6,4.951,235,54.259574468085106,37.0,1311,431,2020,4,2020-Q4
ADM1,DZ-06,Bejaia,10.116663157894736,7.5166350877192984,6.487,5.77,285,45.58245614035088,39.0,2005,518,2021,1,2021-Q1
ADM1,DZ-06,Bejaia,12.58467415730337,7.469932584269663,8.329,5.316,267,46.337078651685395,40.0,1443,427,2021,2,2021-Q2
ADM1,DZ-06,Bejaia,10.706778106508876,6.957982248520709,7.143,4.5645,338,47.75739644970414,42.0,2036,558,2021,3,2021-Q3
ADM1,DZ-06,Bejaia,15.829381471389647,6.666065395095368,9.005,4.44,367,47.294277929155314,40.0,2647,586,2021,4,2021-Q4
ADM1,DZ-06,Bejaia,16.928539432176656,8.87364668769716,10.842,6.685,317,41.230283911671926,36.0,1871,499,2022,1,2022-Q1
ADM1,DZ-06,Bejaia,15.751173652694611,8.553458083832334,8.1845,6.369,334,44.00299401197605,35.0,1305,552,2022,2,2022-Q2
ADM1,DZ-06,Bejaia,17.392316455696204,9.073901265822785,9.09,6.829,395,43.28354430379747,38.0,1621,638,2022,3,2022-Q3
ADM1,DZ-06,Bejaia,19.35966666666667,9.378074074074075,10.7925,6.847,378,43.26190476190476,37.0,1498,676,2022,4,2022-Q4
ADM1,DZ-06,Bejaia,19.7069359430605,11.415608540925266,10.803,9.428,281,40.83985765124555,34.0,1174,453,2023,1,2023-Q1
ADM1,DZ-06,Bejaia,26.64625080385852,12.777836012861737,17.235,10.243,311,39.72347266881029,31.0,1162,534,2023,2,2023-Q2
ADM1,DZ-06,Bejaia,22.59085359116022,10.90196961325967,12.9805,8.258,362,41.58563535911602,35.0,1186,594,2023,3,2023-Q3
ADM1,DZ-06,Bejaia,24.19727076923077,12.738803076923077,14.435,9.463,325,47.91076923076923,38.0,1448,575,2023,4,2023-Q4
ADM1,DZ-06,Bejaia,30.057431309904153,13.26043769968051,20.834,10.045,313,37.99680511182109,33.0,1329,517,2024,1,2024-Q1
ADM1,DZ-06,Bejaia,31.68621238938053,11.286616519174043,20.877,9.431,339,39.1976401179941,32.0,1154,537,2024,2,2024-Q2
ADM1,DZ-06,Bejaia,26.864032258064515,10.291175953079179,16.619,7.572,341,38.52785923753666,32.0,1132,520,2024,3,2024-Q3
ADM1,DZ-06,Bejaia,30.70022969187675,10.979784313725489,23.037,8.671,357,40.17927170868347,30.0,1349,584,2024,4,2024-Q4
ADM1,DZ-06,Bejaia,30.1630027700831,11.3023324099723,20.854,9.02,361,36.795013850415515,27.0,1211,536,2025,1,2025-Q1
ADM1,DZ-06,Bejaia,29.54221111111111,10.398138888888889,16.623,7.4055,360,37.76111111111111,28.0,1271,555,2025,2,2025-Q2
ADM1,DZ-07,Biskra,4.650812056737589,4.643737588652482,3.62,3.64,282,72.24468085106383,52.5,3801,761,2019,1,2019-Q1
ADM1,DZ-07,Biskra,5.281245033112583,4.801384105960264,3.9,3.8365,302,67.79470198675497,56.0,3880,702,2019,2,2019-Q2
ADM1,DZ-07,Biskra,6.309318493150685,5.39258904109589,4.9305,4.663,292,68.52054794520548,58.0,2692,771,2019,3,2019-Q3
ADM1,DZ-07,Biskra,6.6619633333333335,6.017643333333333,5.025,5.437,300,52.53333333333333,43.0,2576,843,2019,4,2019-Q4
ADM1,DZ-07,Biskra,6.180127516778524,5.0055469798657715,4.479,4.1285,298,57.96979865771812,50.0,2501,870,2020,1,2020-Q1
ADM1,DZ-07,Biskra,8.793910394265232,4.9825412186379925,6.558,3.052,279,50.88172043010753,42.0,1832,611,2020,2,2020-Q2
ADM1,DZ-07,Biskra,10.108074193548388,7.565741935483871,7.1375,6.3125,310,47.380645161290325,40.5,2150,817,2020,3,2020-Q3
ADM1,DZ-07,Biskra,9.363832386363637,7.413539772727273,6.435,6.0455,352,40.90056818181818,36.0,2607,963,2020,4,2020-Q4
ADM1,DZ-07,Biskra,11.0750703125,8.828973958333334,7.2695,7.219,384,44.234375,38.0,2812,1075,2021,1,2021-Q1
ADM1,DZ-07,Biskra,13.339301587301586,9.314628571428571,9.237,7.4,315,42.66984126984127,35.0,1642,739,2021,2,2021-Q2
