quadkey_z12,download_2019-Q1,download_2019-Q2,download_2019-Q3,download_2019-Q4,download_2020-Q1,download_2020-Q2,download_2020-Q3,download_2020-Q4,download_2021-Q1,download_2021-Q2,download_2021-Q3,download_2021-Q4,download_2022-Q1,download_2022-Q2,download_2022-Q3,download_2022-Q4,download_2023-Q1,download_2023-Q2,download_2023-Q3,download_2023-Q4,download_2024-Q1,download_2024-Q2,download_2024-Q3,download_2024-Q4,download_2025-Q1,download_2025-Q2,upload_2019-Q1,upload_2019-Q2,upload_2019-Q3,upload_2019-Q4,upload_2020-Q1,upload_2020-Q2,upload_2020-Q3,upload_2020-Q4,upload_2021-Q1,upload_2021-Q2,upload_2021-Q3,upload_2021-Q4,upload_2022-Q1,upload_2022-Q2,upload_2022-Q3,upload_2022-Q4,upload_2023-Q1,upload_2023-Q2,upload_2023-Q3,upload_2023-Q4,upload_2024-Q1,upload_2024-Q2,upload_2024-Q3,upload_2024-Q4,upload_2025-Q1,upload_2025-Q2,latency_2019-Q1,latency_2019-Q2,latency_2019-Q3,latency_2019-Q4,latency_2020-Q1,latency_2020-Q2,latency_2020-Q3,latency_2020-Q4,latency_2021-Q1,latency_2021-Q2,latency_2021-Q3,latency_2021-Q4,latency_2022-Q1,latency_2022-Q2,latency_2022-Q3,latency_2022-Q4,latency_2023-Q1,latency_2023-Q2,latency_2023-Q3,latency_2023-Q4,latency_2024-Q1,latency_2024-Q2,latency_2024-Q3,latency_2024-Q4,latency_2025-Q1,latency_2025-Q2,wkt
122002120001,6.345666666666667,7.710100000000001,3.8687,8.988444444444445,15.6375625,9.666142857142857,9.943352941176471,10.0272,16.76925,18.460846153846152,25.711764705882352,25.59729411764706,23.96675,23.60063157894737,14.282333333333334,15.1856,14.4599375,23.43278947368421,24.0169375,30.160125,24.244647058823528,48.16522727272727,39.1275,46.18976,49.72819047619048,57.448,5.7626,4.897399999999999,6.1978,6.737,10.1451875,7.328785714285715,6.59735294117647,7.310733333333333,10.10425,8.227615384615385,14.231058823529413,11.370882352941177,10.5051875,9.806368421052632,10.534222222222223,12.52864,13.376875,16.88242105263158,14.2408125,19.282666666666668,13.225176470588236,26.778454545454544,20.070545454545456,15.76828,18.259,18.5978,49.46666666666667,44.3,148.4,72.16666666666667,35.3125,42.214285714285715,44.64705882352941,39.93333333333333,43.5,35.38461538461539,37.411764705882355,50.1764705882353,47.8125,45.421052631578945,61.44444444444444,38.08,43.375,52.05263157894737,51.1875,40.833333333333336,32.8235294117647,36.36363636363637,48.81818181818182,49.52,39.0,34.2,"POLYGON ((2.98828125 35.38904996691167, 2.98828125 35.4606699514953, 2.900390625 35.4606699514953, 2.900390625 35.38904996691167, 2.98828125 35.38904996691167))"
122002120003,,,,,7.833,,,,,,1.0846666666666667,14.775,,2.381,16.002,9.43075,13.7655,,23.774,11.381,5.36525,,,14.783,8.082,5.618,,,,,1.665,,,,,,0.719,1.841,,5.4095,24.498,7.38025,11.5975,,43.334,7.117,10.834,,,19.519,5.601333333333333,6.281,,,,,41.0,,,,,,39.333333333333336,68.0,,49.5,28.8,45.25,34.5,,27.0,33.5,37.5,,,29.0,67.66666666666667,33.5,"POLYGON ((2.98828125 35.31736632923787, 2.98828125 35.38904996691167, 2.900390625 35.38904996691167, 2.900390625 35.31736632923787, 2.98828125 35.31736632923787))"
122002120010,,,,,,,,,,,26.004,,3.5896666666666666,2.8675,0.397,17.244,,,23.392,10.3375,0.471,3.681,,,34.4005,,,,,,,,,,,,7.235,,1.1683333333333332,1.8375,0.381,40.2975,,,40.893,8.724,1.455,4.981,,,23.695,,,,,,,,,,,,24.5,,53.333333333333336,35.0,40.0,47.0,,,55.0,26.0,37.0,29.0,,,24.5,,"POLYGON ((3.076171875 35.38904996691167, 3.076171875 35.4606699514953, 2.98828125 35.4606699514953, 2.98828125 35.38904996691167, 3.076171875 35.38904996691167))"
122002120011,,,,,,,,,,,,,0.633,,1.171,,,3.661,,,,2.12,,,,1.475,,,,,,,,,,,,,1.0715,,1.207,,,0.31,,,,1.6,,,,2.116,,,,,,,,,,,,,39.5,,62.0,,,439.0,,,,36.0,,,,63.0,"POLYGON ((3.1640625 35.38904996691167, 3.1640625 35.4606699514953, 3.076171875 35.4606699514953, 3.076171875 35.38904996691167, 3.1640625 35.38904996691167))"
122002120012,,,,,,,,,,,,,,,,,,,6.563,1.776,18.0945,,,,41.343,,,,,,,,,,,,,,,,,,,,7.395,1.384,2.8805,,,,8.129,,,,,,,,,,,,,,,,,,,,46.0,80.5,32.0,,,,35.0,,"POLYGON ((3.076171875 35.31736632923787, 3.076171875 35.38904996691167, 2.98828125 35.38904996691167, 2.98828125 35.31736632923787, 3.076171875 35.31736632923787))"
122002120013,,,,,,,,,,,,,103.315,,,,1.219,,,,43.381,,,,,,,,,,,,,,,,,,35.864,,,,0.248,,,,1.335,,,,,,,,,,,,,,,,,,18.0,,,,40.0,,,,21.0,,,,,,"POLYGON ((3.1640625 35.31736632923787, 3.1640625 35.38904996691167, 3.076171875 35.38904996691167, 3.076171875 35.31736632923787, 3.1640625 35.31736632923787))"
122002120021,,0.648,,,,,,,,,,,,,0.072,,,,,,,,3.029,,,,,2.222,,,,,,,,,,,,,0.046,,,,,,,,3.656,,,,,25.0,,,,,,,,,,,,,198.0,,,,,,,,27.0,,,,"POLYGON ((2.98828125 35.24561909420682, 2.98828125 35.31736632923787, 2.900390625 35.31736632923787, 2.900390625 35.24561909420682, 2.98828125 35.24561909420682))"
122002120030,,,,,,,,,,,,0.561,,,,,,4.1,,,,,,,,32.288,,,,,,,,,,,,0.133,,,,,,3.044,,,,,,,,9.9505,,,,,,,,,,,,37.0,,,,,,37.0,,,,,,,,23.5,"POLYGON ((3.076171875 35.24561909420682, 3.076171875 35.31736632923787, 2.98828125 35.31736632923787, 2.98828125 35.24561909420682, 3.076171875 35.24561909420682))"
122002120031,,,,1.676,10.005,,,,,,,29.012,38.8415,36.434,,,81.573,,116.678,,2.549,,,,,,,,,20.018,2.254,,,,,,,8.572,12.67175,5.6735,,,12.35,,8.762,,0.827,,,,,,,,,42.0,123.0,,,,,,,44.0,34.5,41.5,,,23.0,,27.0,,36.0,,,,,,"POLYGON ((3.1640625 35.24561909420682, 3.1640625 35.31736632923787, 3.076171875 35.31736632923787, 3.076171875 35.24561909420682, 3.1640625 35.24561909420682))"
122002120032,,,,,,,3.18,,24.581,7.049,,2.632,,7.557,1.276,34.736,5.146,,,,0.28,12.139,,,31.042,10.525,,,,,,,0.302,,1.129,3.051,,1.4956666666666667,,3.3,0.337,0.286,0.644,,,,0.061,0.167,,,3.427,5.6985,,,,,,,51.0,,43.0,56.0,,50.666666666666664,,28.0,34.0,28.0,74.0,,,,50.0,33.0,,,31.0,33.5,"POLYGON ((3.076171875 35.17380831799958, 3.076171875 35.24561909420682, 2.98828125 35.24561909420682, 2.98828125 35.17380831799958, 3.076171875 35.17380831799958))"
122002120033,0.831,,,31.479,19.474,,2.152,,40.026,,94.259,45.0255,,,,38.5905,,3.673,,5.361,,110.118,1.115,168.302,,2.7676666666666665,1.008,,,14.429,5.2235,,2.63,,26.412,,6.999,6.6515,,,,12.737,,5.109,,1.137,,15.393,2.321,10.898,,4.278666666666667,86.0,,,28.0,103.0,,46.0,,46.0,,35.0,56.5,,,,44.0,,33.0,,45.0,,46.0,41.0,24.0,,35.333333333333336,"POLYGON ((3.1640625 35.17380831799958, 3.1640625 35.24561909420682, 3.076171875 35.24561909420682, 3.076171875 35.17380831799958, 3.1640625 35.17380831799958))"
122002120100,,,,7.83,,,,,,,,,,,,,4.227,11.088,7.709,,,,,,,,,,,1.477,,,,,,,,,,,,,2.615,1.225,1.491,,,,,,,,,,,37.0,,,,,,,,,,,,,42.5,55.0,52.0,,,,,,,,"POLYGON ((3.251953125 35.38904996691167, 3.251953125 35.4606699514953, 3.1640625 35.4606699514953, 3.1640625 35.38904996691167, 3.251953125 35.38904996691167))"
122002120101,,,,,,,,,,0.867,,,,,,,,,,,6.566,,,,,,,,,,,,,,,2.206,,,,,,,,,,,0.683,,,,,,,,,,,,,,,34.0,,,,,,,,,,,35.0,,,,,,"POLYGON ((3.33984375 35.38904996691167, 3.33984375 35.4606699514953, 3.251953125 35.4606699514953, 3.251953125 35.38904996691167, 3.33984375 35.38904996691167))"
122002120102,1.317,,8.7205,0.147,,,,,,,,,,,,,,,,,,,,,,,0.261,,9.972,0.725,,,,,,,,,,,,,,,,,,,,,,,41.0,,99.0,48.0,,,,,,,,,,,,,,,,,,,,,,,"POLYGON ((3.251953125 35.31736632923787, 3.251953125 35.38904996691167, 3.1640625 35.38904996691167, 3.1640625 35.31736632923787, 3.251953125 35.31736632923787))"
122002120103,,,,,,0.412,43.48,,,,,,,,,,2.06,8.986,75.814,,6.87,26.671,19.006,,4.473,,,,,,,2.066,21.39,,,,,,,,,,2.582,4.225,9.809,,1.256,0.001,2.06,,10.98,,,,,,,70.0,21.0,,,,,,,,,,45.0,37.0,37.0,,42.0,37.0,34.0,,32.0,,"POLYGON ((3.33984375 35.31736632923787, 3.33984375 35.38904996691167, 3.251953125 35.38904996691167, 3.251953125 35.31736632923787, 3.33984375 35.31736632923787))"
122002120110,,,,,,,0.299,,,,,,,,,,,0.309,,,,,,,,,,,,,,,0.007,,,,,,,,,,,0.218,,,,,,,,,,,,,,,76.0,,,,,,,,,,,103.0,,,,,,,,,"POLYGON ((3.427734375 35.38904996691167, 3.427734375 35.4606699514953, 3.33984375 35.4606699514953, 3.33984375 35.38904996691167, 3.427734375 35.38904996691167))"
122002120111,,,,,,,,,,,,,,,,,,,,2.876,,,,,,,,,,,,,,,,,,,,,,,,,,11.358,,,,,,,,,,,,,,,,,,,,,,,,,,29.0,,,,,,,"POLYGON ((3.515625 35.38904996691167, 3.515625 35.4606699514953, 3.427734375 35.4606699514953, 3.427734375 35.38904996691167, 3.515625 35.38904996691167))"
122002120112,1.0416666666666667,,4.719888888888889,3.6241666666666665,5.463857142857143,1.565,6.0935,4.478666666666667,11.295,18.394333333333332,10.1196,5.945833333333333,11.4986,3.1185,21.70523076923077,17.9443,9.853625,21.682333333333332,25.34725,21.97885714285714,15.4223,31.496666666666666,16.243,21.484,17.24575,10.909,0.6556666666666666,,5.554666666666667,4.898,6.139714285714286,0.835,8.1835,10.878333333333334,5.821,9.721,5.8666,2.9523333333333337,3.627,4.205,13.822692307692309,25.3918,6.071125,14.717333333333334,17.3725,10.07457142857143,14.9802,19.083555555555556,5.112166666666667,12.274571428571429,8.82475,8.1936,59.0,,34.22222222222222,31.166666666666668,51.42857142857143,59.0,40.5,37.666666666666664,37.5,33.333333333333336,32.4,107.5,39.6,48.5,36.53846153846154,29.0,45.125,69.44444444444444,60.25,63.142857142857146,41.9,31.0,55.333333333333336,33.857142857142854,30.5,41.2,"POLYGON ((3.427734375 35.31736632923787, 3.427734375 35.38904996691167, 3.33984375 35.38904996691167, 3.33984375 35.31736632923787, 3.427734375 35.31736632923787))"
122002120122,,,,,,,,,,,,,,,,,,,,,,,,,92.129,,,,,,,,,,,,,,,,,,,,,,,,,,14.005,,,,,,,,,,,,,,,,,,,,,,,,,,28.0,,"POLYGON ((3.251953125 35.17380831799958, 3.251953125 35.24561909420682, 3.1640625 35.24561909420682, 3.1640625 35.17380831799958, 3.251953125 35.17380831799958))"
122002120123,,,,0.876,,,,,,,,,,,,,,,,,,,,,,,,,,1.389,,,,,,,,,,,,,,,,,,,,,,,,,,58.0,,,,,,,,,,,,,,,,,,,,,,,"POLYGON ((3.33984375 35.17380831799958, 3.33984375 35.24561909420682, 3.251953125 35.24561909420682, 3.251953125 35.17380831799958, 3.33984375 35.17380831799958))"
122002120130,,,,,,,,,,,,,,,,,,,,,,,,1.833,,,,,,,,,,,,,,,,,,,,,,,,,,14.785,,,,,,,,,,,,,,,,,,,,,,,,,,60.0,,,"POLYGON ((3.427734375 35.24561909420682, 3.427734375 35.31736632923787, 3.33984375 35.31736632923787, 3.33984375 35.24561909420682, 3.427734375 35.24561909420682))"
122002120201,,,,,,,,,,,,,,,,,,,,,,,,,13.066,0.362,,,,,,,,,,,,,,,,,,,,,,,,,0.496,3.91,,,,,,,,,,,,,,,,,,,,,,,,,24.0,23.0,"POLYGON ((2.98828125 35.10193405724606, 2.98828125 35.17380831799958, 2.900390625 35.17380831799958, 2.900390625 35.10193405724606, 2.98828125 35.10193405724606))"
122002120202,,,,,,,,,,,,,,32.99,,,,,,,,,,,,,,,,,,,,,,,,,,5.654,,,,,,,,,,,,,,,,,,,,,,,,,,20.0,,,,,,,,,,,,,"POLYGON ((2.900390625 35.02999636902566, 2.900390625 35.10193405724606, 2.8125 35.10193405724606, 2.8125 35.02999636902566, 2.900390625 35.02999636902566))"
122002120203,,,,0.43,7.708,,4.662,3.6,3.0235,2.6135,2.111,5.9346000000000005,2.9573333333333336,3.562,2.3543333333333334,16.2268,13.485,18.38,34.543,36.74,5.3535,,43.7455,22.0996,46.751,26.229,,,,0.858,0.552,,1.194,0.949,0.4705,2.2595,1.604,1.7147999999999999,1.482,1.337,1.3973333333333333,10.7274,6.03,7.3145,2.791,7.2285,3.911,,18.1325,8.369200000000001,15.7755,11.591,,,,48.0,44.0,,49.0,50.5,48.0,28.5,60.0,48.0,46.333333333333336,22.0,39.333333333333336,37.2,68.75,54.5,33.0,38.5,33.5,,35.0,37.4,31.5,38.0,"POLYGON ((2.98828125 35.02999636902566, 2.98828125 35.10193405724606, 2.900390625 35.10193405724606, 2.900390625 35.02999636902566, 2.98828125 35.02999636902566))"
122002120210,,,,,0.676,,,,,,,1.792,,3.479,,18.2965,,7.115,,,,,,19.837,6.137,,,,,,1.7805,,,,,,,0.305,,1.59,,4.7855,,0.522,,,,,,13.867,4.754,,,,,,32.5,,,,,,,68.0,,49.0,,36.5,,34.0,,,,,,40.5,32.0,,"POLYGON ((3.076171875 35.10193405724606, 3.076171875 35.17380831799958, 2.98828125 35.17380831799958, 2.98828125 35.10193405724606, 3.076171875 35.10193405724606))"
122002120211,,,,,,,,,,,,,,,,,65.013,,,,,,,,,,,,,,,,,,,,,,,,,,46.007,,,,,,,,,,,,,,,,,,,,,,,,,,27.0,,,,,,,,,,"POLYGON ((3.1640625 35.10193405724606, 3.1640625 35.17380831799958, 3.076171875 35.17380831799958, 3.076171875 35.10193405724606, 3.1640625 35.10193405724606))"
122002120212,3.70925,5.426733333333334,9.602785714285714,9.704233333333333,9.789848484848484,11.425130434782607,10.571689655172413,12.380931034482758,13.835222222222223,13.761545454545454,21.750444444444444,15.774826086956521,18.579866666666664,24.532241379310346,21.678617647058825,16.8532,23.420885714285717,28.13183870967742,27.760793103448275,28.367833333333333,31.23167741935484,45.87866666666667,42.65204761904762,32.753764705882354,35.75411111111111,40.238181818181815,2.49955,4.804600000000001,8.076357142857143,8.7949,9.271272727272727,10.260130434782608,8.381,10.317620689655172,11.905555555555555,7.831,11.98611111111111,11.556739130434782,13.3708,14.198965517241378,11.82470588235294,14.096657142857142,15.009257142857143,18.254032258064516,15.392793103448275,15.2519,16.226451612903226,18.267925925925926,17.71542857142857,16.867558823529414,15.539962962962964,16.28,68.2,61.53333333333333,41.857142857142854,41.86666666666667,40.15151515151515,38.43478260869565,37.48275862068966,40.48275862068966,38.0,36.09090909090909,63.55555555555556,51.0,42.233333333333334,40.758620689655174,42.05882352941177,42.65714285714286,50.34285714285714,49.645161290322584,55.0,43.9,37.25806451612903,35.22222222222222,50.523809523809526,70.76470588235294,48.7037037037037,42.90909090909091,"POLYGON ((3.076171875 35.02999636902566, 3.076171875 35.10193405724606, 2.98828125 35.10193405724606, 2.98828125 35.02999636902566, 3.076171875 35.02999636902566))"
122002120213,,,,,,,,,,,,,,,0.72,,,,12.3,,,,3.603,,,,,,,,,,,,,,,,,,3.147,,,,0.742,,,,2.022,,,,,,,,,,,,,,,,,,35.0,,,,33.0,,,,38.0,,,,"POLYGON ((3.1640625 35.02999636902566, 3.1640625 35.10193405724606, 3.076171875 35.10193405724606, 3.076171875 35.02999636902566, 3.1640625 35.02999636902566))"
122002120220,,,,,,,,,,,,,,,,,,,,,,,,,26.553,34.338,,,,,,,,,,,,,,,,,,,,,,,,,21.107,30.323,,,,,,,,,,,,,,,,,,,,,,,,,40.0,44.0,"POLYGON ((2.900390625 34.95799531086791, 2.900390625 35.02999636902566, 2.8125 35.02999636902566, 2.8125 34.95799531086791, 2.900390625 34.95799531086791))"
122002120221,,21.749,,,,,,,,,,,,,,,4.261,,,,26.995,,,,24.255,,,1.253,,,,,,,,,,,,,,,0.167,,,,4.363,,,,1.814,,,24.0,,,,,,,,,,,,,,,35.0,,,,29.0,,,,29.0,,"POLYGON ((2.98828125 34.95799531086791, 2.98828125 35.02999636902566, 2.900390625 35.02999636902566, 2.900390625 34.95799531086791, 2.98828125 34.95799531086791))"
122002120230,0.734,,2.241,,15.754,,,,,,,2.26,,,44.429,,9.312,,,22.627,,,,,83.325,26.524,0.961,,9.136,,4.32,,,,,,,3.385,,,1.829,,2.55,,,8.178,,,,,13.918,1.135,47.0,,20.0,,28.0,,,,,,,35.0,,,78.0,,39.0,,,28.0,,,,,29.0,62.0,"POLYGON ((3.076171875 34.95799531086791, 3.076171875 35.02999636902566, 2.98828125 35.02999636902566, 2.98828125 34.95799531086791, 3.076171875 34.95799531086791))"
122002120232,,,26.911,8.686,1.367,,,1.094,,,,,1.902,7.8945,7.782,18.185,0.415,,18.424,16.8825,71.365,18.747,,49.543,0.547,13.919,,,6.053,1.353,0.601,,,1.417,,,,,0.215,0.6915,3.2615,15.629,0.052,,3.609,3.677,2.569,1.18,,3.028,0.15,2.754,,,81.0,24.0,32.0,,,34.0,,,,,58.0,45.5,29.0,33.0,69.0,,49.0,31.5,41.0,44.0,,29.0,38.0,33.5,"POLYGON ((3.076171875 34.885930940753155, 3.076171875 34.95799531086791, 2.98828125 34.95799531086791, 2.98828125 34.885930940753155, 3.076171875 34.885930940753155))"
122002120300,6.314,,,,,,,,5.325,19.965,10.85,9.140666666666666,,26.6635,3.435,29.248,36.416,71.7655,2.2305,36.382333333333335,15.4775,90.854,,,54.954,12.1315,2.218,,,,,,,,0.948,1.597,0.51,0.575,,15.959,1.614,16.765,7.869,0.8105,1.1535,16.486666666666668,3.3605,1.446,,,19.298,6.7785,56.0,,,,,,,,43.0,35.0,40.0,39.0,,26.5,59.0,26.0,70.0,134.0,52.0,31.0,34.5,25.0,,,21.0,25.0,"POLYGON ((3.251953125 35.10193405724606, 3.251953125 35.17380831799958, 3.1640625 35.17380831799958, 3.1640625 35.10193405724606, 3.251953125 35.10193405724606))"
122002120301,,,,1.383,,,,,,,19.528,9.624,,,85.58,,,,,,,,,23.2045,,,,,,2.557,,,,,,,0.349,0.82,,,5.062,,,,,,,,,6.7685,,,,,,53.0,,,,,,,46.0,78.0,,,32.0,,,,,,,,,99.0,,,"POLYGON ((3.33984375 35.10193405724606, 3.33984375 35.17380831799958, 3.251953125 35.17380831799958, 3.251953125 35.10193405724606, 3.33984375 35.10193405724606))"
122002120311,,,,,,,,,,,,,,,,,,,,,,,,105.198,,,,,,,,,,,,,,,,,,,,,,,,,,20.726,,,,,,,,,,,,,,,,,,,,,,,,,,35.0,,,"POLYGON ((3.515625 35.10193405724606, 3.515625 35.17380831799958, 3.427734375 35.17380831799958, 3.427734375 35.10193405724606, 3.515625 35.10193405724606))"
122002120312,,,,,2.589,,,,,,,,,,,68.395,,,,,,,,,,,,,,,0.516,,,,,,,,,,,27.496,,,,,,,,,,,,,,,48.0,,,,,,,,,,,51.0,,,,,,,,,,,"POLYGON ((3.427734375 35.02999636902566, 3.427734375 35.10193405724606, 3.33984375 35.10193405724606, 3.33984375 35.02999636902566, 3.427734375 35.02999636902566))"
122002120313,4.999,2.556,,,1.48,,,,,,,,,,,,,,78.334,,,,,70.263,,6.03,1.674,1.653,,,0.244,,,,,,,,,,,,,,27.201,,,,,32.084,,19.546,56.0,44.0,,,54.0,,,,,,,,,,,,,,36.0,,,,,42.0,,35.0,"POLYGON ((3.515625 35.02999636902566, 3.515625 35.10193405724606, 3.427734375 35.10193405724606, 3.427734375 35.02999636902566, 3.515625 35.02999636902566))"
122002120320,,,,,,,,,,,,,,,,10.758,,,,,,,,,,,,,,,,,,,,,,,,,,1.62,,,,,,,,,,,,,,,,,,,,,,,,,,46.0,,,,,,,,,,,"POLYGON ((3.251953125 34.95799531086791, 3.251953125 35.02999636902566, 3.1640625 35.02999636902566, 3.1640625 34.95799531086791, 3.251953125 34.95799531086791))"
122002120322,,,,,,,,,,,,,,,,,,,,,,,,,,6.365,,,,,,,,,,,,,,,,,,,,,,,,,,9.46,,,,,,,,,,,,,,,,,,,,,,,,,,22.0,"POLYGON ((3.251953125 34.885930940753155, 3.251953125 34.95799531086791, 3.1640625 34.95799531086791, 3.1640625 34.885930940753155, 3.251953125 34.885930940753155))"
122002120323,,,,,,,,4.621,,,,,,,,,,,,,,,,15.772,,95.381,,,,,,,,0.207,,,,,,,,,,,,,,,,2.442,,36.074,,,,,,,,47.0,,,,,,,,,,,,,,,,51.0,,24.0,"POLYGON ((3.33984375 34.885930940753155, 3.33984375 34.95799531086791, 3.251953125 34.95799531086791, 3.251953125 34.885930940753155, 3.33984375 34.885930940753155))"
122002120330,,,,,,,,,,,,4.826,,,,,,,,,,,,,,,,,,,,,,,,,,3.512,,,,,,,,,,,,,,,,,,,,,,,,,,30.0,,,,,,,,,,,,,,,"POLYGON ((3.427734375 34.95799531086791, 3.427734375 35.02999636902566, 3.33984375 35.02999636902566, 3.33984375 34.95799531086791, 3.427734375 34.95799531086791))"
122002120331,0.432,,,,,,,,,,,,,,,,,,,,,,,,,,0.111,,,,,,,,,,,,,,,,,,,,,,,,,,257.0,,,,,,,,,,,,,,,,,,,,,,,,,,"POLYGON ((3.515625 34.95799531086791, 3.515625 35.02999636902566, 3.427734375 35.02999636902566, 3.427734375 34.95799531086791, 3.515625 34.95799531086791))"
122002120332,,,,,,,,,,,,,,,,,,,,,,,,,,47.451,,,,,,,,,,,,,,,,,,,,,,,,,,1.011,,,,,,,,,,,,,,,,,,,,,,,,,,37.0,"POLYGON ((3.427734375 34.885930940753155, 3.427734375 34.95799531086791, 3.33984375 34.95799531086791, 3.33984375 34.885930940753155, 3.427734375 34.885930940753155))"
122002120333,8.990142857142857,3.7591428571428573,13.721666666666666,11.1485,12.18590909090909,10.7165,23.939083333333333,21.308,12.4765,15.320444444444446,21.8865,19.00790909090909,16.79491666666667,19.75166666666667,5.689,29.795272727272728,20.10681818181818,32.05123076923077,16.0745,14.220733333333333,21.66207692307692,25.696714285714286,36.95675,23.88325,19.340666666666667,23.71,3.4572857142857143,2.885,11.309,9.633700000000001,10.069363636363637,5.4675,12.37425,12.908,8.8742,9.451,15.07325,11.377454545454546,8.788416666666667,12.212083333333334,6.050363636363636,13.054454545454545,11.008181818181818,11.27453846153846,12.1426,9.392866666666666,12.95246153846154,9.673428571428571,16.38791666666667,8.41075,11.263111111111112,10.3593,44.714285714285715,66.0,62.833333333333336,97.7,72.0,47.6,61.083333333333336,58.857142857142854,82.1,32.55555555555556,62.0,68.0,39.666666666666664,46.083333333333336,45.36363636363637,44.36363636363637,56.27272727272727,56.46153846153846,51.1,149.86666666666667,102.53846153846153,81.0,82.5,75.33333333333333,68.88888888888889,57.7,"POLYGON ((3.515625 34.885930940753155, 3.515625 34.95799531086791, 3.427734375 34.95799531086791, 3.427734375 34.885930940753155, 3.515625 34.885930940753155))"
122002121000,,0.1865,0.9376666666666666,1.9395,3.6303333333333336,3.462,13.3885,12.439333333333334,4.532,5.1,5.958399999999999,11.0674,11.774,11.9118,2.908,2.247,2.777,0.514,27.2105,33.389,8.6425,16.858777777777778,55.760666666666665,38.879666666666665,27.395333333333333,27.349285714285713,,1.534,0.9463333333333334,6.1255,0.781,1.342,10.045,8.58,1.606,2.19,3.982,5.0762,6.5745,5.0938,4.8325,9.926,5.007,8.134,9.7845,11.89,9.17125,16.59122222222222,20.517333333333333,16.3605,16.648333333333333,13.093285714285713,,129.5,88.66666666666667,73.5,37.0,167.0,40.5,31.666666666666668,32.0,71.0,46.2,48.6,32.5,30.8,47.5,29.0,46.0,30.666666666666668,40.5,51.6,37.25,45.111111111111114,44.833333333333336,33.333333333333336,34.0,52.857142857142854,"POLYGON ((3.603515625 35.38904996691167, 3.603515625 35.4606699514953, 3.515625 35.4606699514953, 3.515625 35.38904996691167, 3.603515625 35.38904996691167))"
122002121001,,,,,,,,,,,24.299,,,,,,,,,152.658,,50.64,3.203,,,,,,,,,,,,,,1.739,,,,,,,,,22.219,,24.975,22.255,,,,,,,,,,,,,,27.0,,,,,,,,,66.0,,34.0,32.0,,,,"POLYGON ((3.69140625 35.38904996691167, 3.69140625 35.4606699514953, 3.603515625 35.4606699514953, 3.603515625 35.38904996691167, 3.69140625 35.38904996691167))"
122002121003,,,,,,,,,,,,,,,,,,4.527,,,,,,,,,,,,,,,,,,,,,,,,,,0.283,,,,,,,,,,,,,,,,,,,,,,,,,,53.0,,,,,,,,,"POLYGON ((3.69140625 35.31736632923787, 3.69140625 35.38904996691167, 3.603515625 35.38904996691167, 3.603515625 35.31736632923787, 3.69140625 35.31736632923787))"
122002121010,,,,,,,,,,,,,,,,59.393,,,,,,,,,,,,,,,,,,,,,,,,,,31.964,,,,,,,,,,,,,,,,,,,,,,,,,,47.0,,,,,,,,,,,"POLYGON ((3.779296875 35.38904996691167, 3.779296875 35.4606699514953, 3.69140625 35.4606699514953, 3.69140625 35.38904996691167, 3.779296875 35.38904996691167))"
122002121021,,,,,,,,,,,44.324,,,,,,,,,,,,,,,,,,,,,,,,,,12.659,,,,,,,,,,,,,,,,,,,,,,,,,,19.0,,,,,,,,,,,,,,,,"POLYGON ((3.69140625 35.24561909420682, 3.69140625 35.31736632923787, 3.603515625 35.31736632923787, 3.603515625 35.24561909420682, 3.69140625 35.24561909420682))"
122002121023,,,,,1.609,0.31,0.543,,4.243,,,,,,,1.895,,1.064,,,0.541,,23.008,,3.55,,,,,,0.188,0.249,0.096,,2.785,,,,,,,0.906,,0.373,,,2.389,,2.569,,0.951,,,,,,59.0,71.5,73.0,,29.0,,,,,,,32.0,,40.0,,,62.0,,37.0,,39.0,,"POLYGON ((3.69140625 35.17380831799958, 3.69140625 35.24561909420682, 3.603515625 35.24561909420682, 3.603515625 35.17380831799958, 3.69140625 35.17380831799958))"
122002121031,,,,,,,,,,,,,,,,,,0.882,,,,,,,17.029,,,,,,,,,,,,,,,,,,,0.349,,,,,,,1.281,,,,,,,,,,,,,,,,,,,128.0,,,,,,,26.0,,"POLYGON ((3.8671875 35.24561909420682, 3.8671875 35.31736632923787, 3.779296875 35.31736632923787, 3.779296875 35.24561909420682, 3.8671875 35.24561909420682))"
122002121032,,,,,,7.227,,,,,,0.195,16.3985,,,,,,,,,20.733666666666668,12.48,7.134,16.4765,,,,,,,0.997,,,,,,0.029,6.9595,,,,,,,,,8.880333333333335,0.678,3.058,17.685,,,,,,,41.0,,,,,,62.0,64.5,,,,,,,,,35.0,31.0,38.0,45.5,,"POLYGON ((3.779296875 35.17380831799958, 3.779296875 35.24561909420682, 3.69140625 35.24561909420682, 3.69140625 35.17380831799958, 3.779296875 35.17380831799958))"
122002121033,,,,,,,,,,,,,,,,,,,,,,4.31,,,,,,,,,,,,,,,,,,,,,,,,,,0.417,,,,,,,,,,,,,,,,,,,,,,,,,,57.0,,,,,"POLYGON ((3.8671875 35.17380831799958, 3.8671875 35.24561909420682, 3.779296875 35.24561909420682, 3.779296875 35.17380831799958, 3.8671875 35.17380831799958))"
