quadkey_z12,download_2019-Q1,download_2019-Q2,download_2019-Q3,download_2019-Q4,download_2020-Q1,download_2020-Q2,download_2020-Q3,download_2020-Q4,download_2021-Q1,download_2021-Q2,download_2021-Q3,download_2021-Q4,download_2022-Q1,download_2022-Q2,download_2022-Q3,download_2022-Q4,download_2023-Q1,download_2023-Q2,download_2023-Q3,download_2023-Q4,download_2024-Q1,download_2024-Q2,download_2024-Q3,download_2024-Q4,download_2025-Q1,download_2025-Q2,upload_2019-Q1,upload_2019-Q2,upload_2019-Q3,upload_2019-Q4,upload_2020-Q1,upload_2020-Q2,upload_2020-Q3,upload_2020-Q4,upload_2021-Q1,upload_2021-Q2,upload_2021-Q3,upload_2021-Q4,upload_2022-Q1,upload_2022-Q2,upload_2022-Q3,upload_2022-Q4,upload_2023-Q1,upload_2023-Q2,upload_2023-Q3,upload_2023-Q4,upload_2024-Q1,upload_2024-Q2,upload_2024-Q3,upload_2024-Q4,upload_2025-Q1,upload_2025-Q2,latency_2019-Q1,latency_2019-Q2,latency_2019-Q3,latency_2019-Q4,latency_2020-Q1,latency_2020-Q2,latency_2020-Q3,latency_2020-Q4,latency_2021-Q1,latency_2021-Q2,latency_2021-Q3,latency_2021-Q4,latency_2022-Q1,latency_2022-Q2,latency_2022-Q3,latency_2022-Q4,latency_2023-Q1,latency_2023-Q2,latency_2023-Q3,latency_2023-Q4,latency_2024-Q1,latency_2024-Q2,latency_2024-Q3,latency_2024-Q4,latency_2025-Q1,latency_2025-Q2,wkt
033131101021,0.16,5.475,,,,,,,,,,,,,,,,,,,,,,,,,0.004,2.477,,,,,,,,,,,,,,,,,,,,,,,,,80.0,82.0,,,,,,,,,,,,,,,,,,,,,,,,,"POLYGON ((-1.93359375 31.728167146023935, -1.93359375 31.80289258670676, -2.021484375 31.80289258670676, -2.021484375 31.728167146023935, -1.93359375 31.728167146023935))"
033131101022,0.057,,,,,0.873,,,2.651,0.104,,23.926,43.251,23.1445,,25.609,,4.035,44.117,,,,4.583,,7.261,,0.01,,,,,1.43,,,11.406,1.492,,1.281,25.156,12.938,,18.98,,0.743,13.937333333333333,,,,0.672,,11.321,,132.0,,,,,79.0,,,59.0,76.0,,54.0,47.0,216.5,,58.0,,42.0,50.666666666666664,,,,44.0,,62.0,,"POLYGON ((-2.021484375 31.653381399663985, -2.021484375 31.728167146023935, -2.109375 31.728167146023935, -2.109375 31.653381399663985, -2.021484375 31.653381399663985))"
033131101110,,,,,,,,,,,,,,,,157.976,,,,,,,,,,,,,,,,,,,,,,,,,,21.14033333333333,,,,,,,,,,,,,,,,,,,,,,,,,,40.0,,,,,,,,,,,"POLYGON ((-1.494140625 31.87755764334002, -1.494140625 31.952162238024968, -1.58203125 31.952162238024968, -1.58203125 31.87755764334002, -1.494140625 31.87755764334002))"
033131101113,,,,,,,,,,,,,,,,,,,,74.988,15.0145,,,,,,,,,,,,,,,,,,,,,,,,,31.756,21.11,,,,,,,,,,,,,,,,,,,,,,,,,52.0,54.0,,,,,,"POLYGON ((-1.40625 31.80289258670676, -1.40625 31.87755764334002, -1.494140625 31.87755764334002, -1.494140625 31.80289258670676, -1.40625 31.80289258670676))"
033131101130,,,,,,,,,,,,,,,,,,,,,,,6.956,,,,,,,,,,,,,,,,,,,,,,,,,,0.473,,,,,,,,,,,,,,,,,,,,,,,,,,69.0,,,,"POLYGON ((-1.494140625 31.728167146023935, -1.494140625 31.80289258670676, -1.58203125 31.80289258670676, -1.58203125 31.728167146023935, -1.494140625 31.728167146023935))"
033131101132,,,,,,,,,,,,,,,,,,,,4.055,,,,,,,,,,,,,,,,,,,,,,,,,,1.039,,,,,,,,,,,,,,,,,,,,,,,,,,37.0,,,,,,,"POLYGON ((-1.494140625 31.653381399663985, -1.494140625 31.728167146023935, -1.58203125 31.728167146023935, -1.58203125 31.653381399663985, -1.494140625 31.653381399663985))"
033131101133,,,,,,,,,,,,,,,,6.501,,,,,,,,,,,,,,,,,,,,,,,,,,2.967,,,,,,,,,,,,,,,,,,,,,,,,,,58.0,,,,,,,,,,,"POLYGON ((-1.40625 31.653381399663985, -1.40625 31.728167146023935, -1.494140625 31.728167146023935, -1.494140625 31.653381399663985, -1.40625 31.653381399663985))"
033131102013,,,4.896,,,,,,,,,,,,,,,,,,,,,,,,,,13.037,,,,,,,,,,,,,,,,,,,,,,,,,,165.0,,,,,,,,,,,,,,,,,,,,,,,,"POLYGON ((-2.4609375 31.203404950917392, -2.4609375 31.278550858946524, -2.548828125 31.278550858946524, -2.548828125 31.203404950917392, -2.4609375 31.203404950917392))"
033131102020,,,,,,,,0.495,,,,,,,,,,,,,35.106,80.447,58.368,,,,,,,,,,,3.146,,,,,,,,,,,,,6.345,17.868,7.016,,,,,,,,,,,58.0,,,,,,,,,,,,,68.0,70.0,75.0,,,,"POLYGON ((-2.724609375 31.128199299111966, -2.724609375 31.203404950917392, -2.8125 31.203404950917392, -2.8125 31.128199299111966, -2.724609375 31.128199299111966))"
033131102022,,,,,,,,,,,19.688,,,6.974,10.655,,,,27.097,,,,,,,,,,,,,,,,,,0.44,,,0.177,0.73,,,,0.267,,,,,,,,,,,,,,,,,,88.0,,,41.0,30.0,,,,54.0,,,,,,,,"POLYGON ((-2.724609375 31.05293398570515, -2.724609375 31.128199299111966, -2.8125 31.128199299111966, -2.8125 31.05293398570515, -2.724609375 31.05293398570515))"
033131102030,,,,,,,,,,,,,,,,,,,,7.799,,,6.006,,,,,,,,,,,,,,,,,,,,,,,3.817,,,2.564,,,,,,,,,,,,,,,,,,,,,,,49.0,,,43.0,,,,"POLYGON ((-2.548828125 31.128199299111966, -2.548828125 31.203404950917392, -2.63671875 31.203404950917392, -2.63671875 31.128199299111966, -2.548828125 31.128199299111966))"
033131102031,,,,,,,,,,,,,5.322,,,,,,,,,,,,,,,,,,,,,,,,,,2.849,,,,,,,,,,,,,,,,,,,,,,,,,,64.0,,,,,,,,,,,,,,"POLYGON ((-2.4609375 31.128199299111966, -2.4609375 31.203404950917392, -2.548828125 31.203404950917392, -2.548828125 31.128199299111966, -2.4609375 31.128199299111966))"
033131102032,,,,,,,,,,,,,,,,,,,,,15.419,,,6.026,34.285,,,,,,,,,,,,,,,,,,,,,,11.325,,,3.186,6.409,,,,,,,,,,,,,,,,,,,,,,584.0,,,81.0,49.0,,"POLYGON ((-2.548828125 31.05293398570515, -2.548828125 31.128199299111966, -2.63671875 31.128199299111966, -2.63671875 31.05293398570515, -2.548828125 31.05293398570515))"
033131102112,,,,,,,,7.81,,,,,7.751,,,2.378,,,,,,,,,,,,,,,,,,0.731,,,,,3.398,,,0.314,,,,,,,,,,,,,,,,,,80.0,,,,,58.0,,,62.0,,,,,,,,,,,"POLYGON ((-2.197265625 31.203404950917392, -2.197265625 31.278550858946524, -2.28515625 31.278550858946524, -2.28515625 31.203404950917392, -2.197265625 31.203404950917392))"
033131102132,,,,,,,,,,,,6.77,,,,7.851,,,,,,,,,,88.084,,,,,,,,,,,,3.317,,,,2.527,,,,,,,,,,3.944,,,,,,,,,,,,69.0,,,,38.0,,,,,,,,,,33.0,"POLYGON ((-2.197265625 31.05293398570515, -2.197265625 31.128199299111966, -2.28515625 31.128199299111966, -2.28515625 31.05293398570515, -2.197265625 31.05293398570515))"
033131102200,,4.887333333333333,,3.5756666666666663,5.8325,,,8.528,16.370333333333335,16.191333333333333,65.6895,17.956,10.5805,10.186,22.15983333333333,20.6,33.98172727272727,37.30383333333334,30.6015,50.17766666666667,27.582666666666668,63.0236,84.6955,70.678,101.2504,58.729,,4.890666666666667,,4.949333333333333,5.311,,,8.575,13.735,8.412,35.741,11.2538,6.3365,4.5285,8.317,14.995,16.05872727272727,17.469833333333334,18.50075,23.07466666666667,2.007,26.6636,22.6345,10.0985,25.4946,26.392,,75.33333333333333,,102.66666666666667,105.0,,,65.0,46.333333333333336,45.0,42.0,57.8,45.5,70.0,47.5,49.666666666666664,55.27272727272727,47.666666666666664,51.25,36.333333333333336,54.333333333333336,53.8,63.5,61.5,31.2,74.0,"POLYGON ((-2.724609375 30.97760909334868, -2.724609375 31.05293398570515, -2.8125 31.05293398570515, -2.8125 30.97760909334868, -2.724609375 30.97760909334868))"
033131102201,10.8815,7.614,5.041399999999999,2.1884285714285716,6.624666666666667,8.735,4.6276,5.3685,10.962333333333333,23.321,14.32175,8.234857142857143,9.22975,41.6825,24.113333333333333,25.0404,44.87871428571428,12.824200000000001,16.13525,49.530857142857144,32.01844444444445,62.85783333333334,52.3355,39.57322222222222,17.9618,29.99175,8.46,5.8015,7.8632,3.991285714285714,2.7043333333333335,0.613,4.2158,2.4655,3.9976666666666665,13.694,5.9225,3.621,5.52275,16.914625,6.978333333333333,12.1575,9.350714285714286,12.0814,15.1365,20.403,14.992333333333335,10.394666666666666,19.796625,9.915777777777777,12.1872,11.146625,110.0,76.0,120.6,87.57142857142857,88.66666666666667,96.0,54.4,57.0,64.66666666666667,57.5,47.25,55.857142857142854,48.5,54.375,49.166666666666664,50.5,48.57142857142857,40.6,52.5,48.142857142857146,61.44444444444444,55.5,58.25,58.44444444444444,80.2,58.125,"POLYGON ((-2.63671875 30.97760909334868, -2.63671875 31.05293398570515, -2.724609375 31.05293398570515, -2.724609375 30.97760909334868, -2.63671875 30.97760909334868))"
033131102202,,,0.499,,,,7.518,8.354,,17.063,60.965666666666664,,,26.517,,,,24.096,,,,1.09,10.312,6.341,31.1435,,,,3.455,,,,1.785,9.079,,8.13,41.284333333333336,,,3.94,,,,8.336,,,,28.079,4.149,4.274,13.0375,,,,157.0,,,,52.0,48.0,,55.0,37.666666666666664,,,67.0,,,,68.0,,,,82.0,46.0,58.0,45.0,,"POLYGON ((-2.724609375 30.902224705171434, -2.724609375 30.97760909334868, -2.8125 30.97760909334868, -2.8125 30.902224705171434, -2.724609375 30.902224705171434))"
033131102203,,,,,,,,,,,,,,,,,,,,,,,,,33.033,15.587,,,,,,,,,,,,,,,,,,,,,,,,,10.413,4.014,,,,,,,,,,,,,,,,,,,,,,,,,69.0,84.0,"POLYGON ((-2.63671875 30.902224705171434, -2.63671875 30.97760909334868, -2.724609375 30.97760909334868, -2.724609375 30.902224705171434, -2.63671875 30.902224705171434))"
033131102311,,,,,,,,,,,,,,,,,,,,77.522,,,,,,,,,,,,,,,,,,,,,,,,,,15.634,,,,,,,,,,,,,,,,,,,,,,,,,,32.0,,,,,,,"POLYGON ((-2.109375 30.97760909334868, -2.109375 31.05293398570515, -2.197265625 31.05293398570515, -2.197265625 30.97760909334868, -2.109375 30.97760909334868))"
033131103202,11.2768,5.987,12.546,5.5536666666666665,11.3155,,3.152,19.808666666666667,5.729666666666667,43.709,56.2365,42.817625,29.804,6.392,29.0115,25.63888888888889,31.069714285714287,68.3735,79.586,98.90025,68.19316666666667,39.8895,63.2502,60.499833333333335,53.715666666666664,78.52,1.9822,1.906,25.957,5.102,1.0,,6.026,7.434666666666667,4.620333333333333,26.0075,16.989,12.58125,7.1304,1.193,4.8605,7.081333333333333,9.151428571428571,10.343,7.71,21.117,18.400333333333332,10.645,20.874200000000002,22.78216666666667,17.229333333333333,7.614,106.0,119.0,39.0,60.666666666666664,90.0,,78.0,50.0,59.333333333333336,27.0,41.5,41.125,48.6,65.0,28.0,47.77777777777778,46.285714285714285,38.25,40.0,68.25,53.166666666666664,56.5,54.4,41.5,41.666666666666664,43.0,"POLYGON ((-2.021484375 30.902224705171434, -2.021484375 30.97760909334868, -2.109375 30.97760909334868, -2.109375 30.902224705171434, -2.021484375 30.902224705171434))"
033131103221,,1.717,0.706,,,,,,,,2.427,,54.121,7.893,53.761,18.913,41.263,,,,19.696,,,1.921,177.114,,,0.694,0.761,,,,,,,,0.329,,22.103,1.521,10.131,5.042,24.062,,,,12.671,,,1.236,35.754,,,77.0,118.0,,,,,,,,59.0,,46.0,47.0,61.0,90.66666666666667,33.0,,,,55.0,,,83.0,39.0,,"POLYGON ((-1.93359375 30.826780904779774, -1.93359375 30.902224705171434, -2.021484375 30.902224705171434, -2.021484375 30.826780904779774, -1.93359375 30.826780904779774))"
033131103222,,,,,,,,,,,,,,,,,,,,,,,,,27.72,,,,,,,,,,,,,,,,,,,,,,,,,,7.481,,,,,,,,,,,,,,,,,,,,,,,,,,26.0,,"POLYGON ((-2.021484375 30.751277776257812, -2.021484375 30.826780904779774, -2.109375 30.826780904779774, -2.109375 30.751277776257812, -2.021484375 30.751277776257812))"
033131103223,,,,,,,,,,,,11.147,,,,4.622,,,,,,,,,64.439,,,,,,,,,,,,,0.373,,,,0.496,,,,,,,,,9.774,,,,,,,,,,,,,39.0,,,,57.0,,,,,,,,,54.0,,"POLYGON ((-1.93359375 30.751277776257812, -1.93359375 30.826780904779774, -2.021484375 30.826780904779774, -2.021484375 30.751277776257812, -1.93359375 30.751277776257812))"
033131111001,,,,,,,,,,,,,,,,,,,,,,,,108.673,,,,,,,,,,,,,,,,,,,,,,,,,,3.275,,,,,,,,,,,,,,,,,,,,,,,,,,54.0,,,"POLYGON ((-0.52734375 31.87755764334002, -0.52734375 31.952162238024968, -0.615234375 31.952162238024968, -0.615234375 31.87755764334002, -0.52734375 31.87755764334002))"
033131111003,,,1.074,,,,,,,,,,,,,,,,,,49.121,,,,,,,,1.592,,,,,,,,,,,,,,,,,,41.605,,,,,,,,75.0,,,,,,,,,,,,,,,,,,52.0,,,,,,"POLYGON ((-0.52734375 31.80289258670676, -0.52734375 31.87755764334002, -0.615234375 31.87755764334002, -0.615234375 31.80289258670676, -0.52734375 31.80289258670676))"
033131111010,,,,,,,,,,,,,,,38.413,52.456,,,,,,,,,,,,,,,,,,,,,,,,,8.94,16.687,,,,,,,,,,,,,,,,,,,,,,,,,107.0,71.0,,,,,,,,,,,"POLYGON ((-0.439453125 31.87755764334002, -0.439453125 31.952162238024968, -0.52734375 31.952162238024968, -0.52734375 31.87755764334002, -0.439453125 31.87755764334002))"
033131111123,,,,,,,,,,,,,,,,,,2.451,,,,,,,,,,,,,,,,,,,,,,,,,,8.055,,,,,,,,,,,,,,,,,,,,,,,,,,53.0,,,,,,,,,"POLYGON ((-0.17578125 31.653381399663985, -0.17578125 31.728167146023935, -0.263671875 31.728167146023935, -0.263671875 31.653381399663985, -0.17578125 31.653381399663985))"
033131120111,,,,4.973,,,7.943,,,,,,,,,,,,,,,,,,,,,,,2.214,,,1.649,,,,,,,,,,,,,,,,,,,,,,,123.0,,,74.0,,,,,,,,,,,,,,,,,,,,"POLYGON ((-2.109375 30.675715404167736, -2.109375 30.751277776257812, -2.197265625 30.751277776257812, -2.197265625 30.675715404167736, -2.109375 30.675715404167736))"
033131120123,,,,,,,,5.347,1.249,4.43425,12.9575,33.321333333333335,26.53833333333333,19.29433333333333,13.014,25.159666666666666,3.22,33.078,21.883,60.622,65.425,39.541,35.163,12.3965,102.859,54.771,,,,,,,,2.039,2.2775,1.6325,2.5435,8.780666666666667,10.216,9.709,4.915,8.615333333333334,1.6195,17.282,17.3525,27.439,12.133,23.2445,9.129333333333333,27.3355,37.913,30.9515,,,,,,,,77.0,73.0,62.25,67.5,47.333333333333336,55.0,77.66666666666667,72.0,62.333333333333336,88.5,42.0,65.5,58.0,79.0,70.75,48.666666666666664,58.0,55.0,43.0,"POLYGON ((-2.28515625 30.44867367928756, -2.28515625 30.524413269923993, -2.373046875 30.524413269923993, -2.373046875 30.44867367928756, -2.28515625 30.44867367928756))"
033131120132,,,,,,,,,5.716,,,,,,11.098,20.92,,70.8115,,151.575,153.976,164.328,,18.542,36.976,,,,,,,,,,1.354,,,,,,4.172,12.02,,19.4265,,24.666,59.84,33.203,,1.753,9.705,,,,,,,,,,65.0,,,,,,48.0,64.0,,40.0,,35.0,37.0,54.0,,59.0,48.0,,"POLYGON ((-2.197265625 30.44867367928756, -2.197265625 30.524413269923993, -2.28515625 30.524413269923993, -2.28515625 30.44867367928756, -2.197265625 30.44867367928756))"
033131120211,,,,,,,,,,,,7.789,,,,,,,,,,,,,,,,,,,,,,,,,,3.679,,,,,,,,,,,,,,,,,,,,,,,,,,85.0,,,,,,,,,,,,,,,"POLYGON ((-2.4609375 30.372875188118023, -2.4609375 30.44867367928756, -2.548828125 30.44867367928756, -2.548828125 30.372875188118023, -2.4609375 30.372875188118023))"
033131120301,,,7.737,,,,,,,,,130.366,,20.845,,24.886,42.671,,,,,,,,,,,,5.017,,,,,,,,,6.886,,10.383,,9.329,13.326,,,,,,,,,,,,108.0,,,,,,,,,34.0,,47.0,,52.0,60.0,,,,,,,,,,"POLYGON ((-2.28515625 30.372875188118023, -2.28515625 30.44867367928756, -2.373046875 30.44867367928756, -2.373046875 30.372875188118023, -2.28515625 30.372875188118023))"
033131120310,,,,,,,,,,6.8055,,3.047,,26.999,,,4.546,,92.44,,16.36,,,,,,,,,,,,,,,2.051,,0.314,,6.312,,,4.439,,11.813,,5.928,,,,,,,,,,,,,,,75.0,,77.0,,66.0,,,193.0,,37.0,,65.0,,,,,,"POLYGON ((-2.197265625 30.372875188118023, -2.197265625 30.44867367928756, -2.28515625 30.44867367928756, -2.28515625 30.372875188118023, -2.197265625 30.372875188118023))"
033131120312,,,,,,,,,0.136,,,,,,,33.449,,,,,,,,,,,,,,,,,,,0.893,,,,,,,16.021,,,,,,,,,,,,,,,,,,,76.0,,,,,,,78.0,,,,,,,,,,,"POLYGON ((-2.197265625 30.29701788337205, -2.197265625 30.372875188118023, -2.28515625 30.372875188118023, -2.28515625 30.29701788337205, -2.197265625 30.29701788337205))"
033131120320,,8.5415,,,,,,,,,,,,,,,,,,,,,,,,,,2.1195,,,,,,,,,,,,,,,,,,,,,,,,,,75.0,,,,,,,,,,,,,,,,,,,,,,,,,"POLYGON ((-2.373046875 30.221101852485987, -2.373046875 30.29701788337205, -2.4609375 30.29701788337205, -2.4609375 30.221101852485987, -2.373046875 30.221101852485987))"
033131120322,,,,,,,,,7.828,,,7.178,,,,5.882,,,,,,,,,,,,,,,,,,,1.618,,,1.471,,,,3.421,,,,,,,,,,,,,,,,,,,38.0,,,60.0,,,,38.0,,,,,,,,,,,"POLYGON ((-2.373046875 30.145127183376115, -2.373046875 30.221101852485987, -2.4609375 30.221101852485987, -2.4609375 30.145127183376115, -2.373046875 30.145127183376115))"
033131120323,,,,,,,,,,,,,,,,,,,,7.719,,,,,,,,,,,,,,,,,,,,,,,,,,3.382,,,,,,,,,,,,,,,,,,,,,,,,,,55.0,,,,,,,"POLYGON ((-2.28515625 30.145127183376115, -2.28515625 30.221101852485987, -2.373046875 30.221101852485987, -2.373046875 30.145127183376115, -2.28515625 30.145127183376115))"
033131122103,,,,,,,,,,,,,,,,6.275,,,,,,,,,,,,,,,,,,,,,,,,,,1.228,,,,,,,,,,,,,,,,,,,,,,,,,,92.0,,,,,,,,,,,"POLYGON ((-2.28515625 29.99300228455107, -2.28515625 30.06909396443886, -2.373046875 30.06909396443886, -2.373046875 29.99300228455107, -2.28515625 29.99300228455107))"
033131122111,2.40575,,16.2,6.80775,9.3175,12.448,2.9283333333333337,6.178285714285715,17.02575,31.771,21.77642857142857,18.87169230769231,25.710375,9.545666666666666,14.9017,25.23646666666667,19.67811111111111,23.96,14.810777777777778,33.652375,40.44081818181819,28.3797,43.48077777777778,50.419375,39.0511,18.554166666666667,1.082,,19.329,7.81025,7.229,4.866,3.574,5.344857142857143,9.391166666666667,18.94333333333333,11.664,8.394538461538462,11.159625,7.095444444444444,11.2949,12.919799999999999,15.159555555555555,13.745181818181818,14.613888888888889,20.7375,14.392363636363637,13.8913,16.357222222222223,13.8375,9.54,9.048666666666666,129.25,,36.0,103.25,112.5,80.0,54.333333333333336,57.42857142857143,54.333333333333336,49.333333333333336,45.857142857142854,45.38461538461539,43.875,83.22222222222223,52.8,78.33333333333333,64.88888888888889,41.63636363636363,46.111111111111114,47.75,54.09090909090909,57.8,60.666666666666664,57.375,52.5,70.0,"POLYGON ((-2.109375 30.06909396443886, -2.109375 30.145127183376115, -2.197265625 30.145127183376115, -2.197265625 30.06909396443886, -2.109375 30.06909396443886))"
033131122131,,,,,6.905,,,,,,,,,,,,,,,,,,,,,,,,,,2.331,,,,,,,,,,,,,,,,,,,,,,,,,,96.0,,,,,,,,,,,,,,,,,,,,,,"POLYGON ((-2.109375 29.916852233070166, -2.109375 29.99300228455107, -2.197265625 29.99300228455107, -2.197265625 29.916852233070166, -2.109375 29.916852233070166))"
033131122330,,,,,,,,,6.994,,,,,,,,,,,,,,,,,,,,,,,,,,1.563,,,,,,,,,,,,,,,,,,,,,,,,,,53.0,,,,,,,,,,,,,,,,,,"POLYGON ((-2.197265625 29.611670115197384, -2.197265625 29.688052749856794, -2.28515625 29.688052749856794, -2.28515625 29.611670115197384, -2.197265625 29.611670115197384))"
033131123032,0.009,,,2.9385,5.453,3.8255,4.813,13.508,2.199,11.0345,5.81,31.642,32.138400000000004,4.3285,,55.531,59.57933333333334,22.4678,10.4805,16.479,18.491400000000002,22.0485,81.7675,24.1304,34.758,40.38633333333333,0.004,,,1.7955,2.133,1.526,1.296,2.73,2.075,5.5645,3.808,14.03,14.0818,4.0295,,21.332,22.186833333333333,7.4243999999999994,3.6228333333333333,10.95875,9.032200000000001,8.754,22.706,8.115,20.104333333333333,21.05966666666667,166.0,,,86.0,118.0,102.0,67.5,68.0,75.0,51.0,61.0,60.0,48.4,62.5,,48.5,47.5,49.2,55.666666666666664,64.25,74.8,56.75,43.0,47.4,38.666666666666664,45.666666666666664,"POLYGON ((-1.845703125 29.84064389983442, -1.845703125 29.916852233070166, -1.93359375 29.916852233070166, -1.93359375 29.84064389983442, -1.845703125 29.84064389983442))"
033131123033,,,,,,,,,2.137,,,60.8455,118.968,,,96.101,,37.193,58.191,,23.47,,47.864,,,,,,,,,,,,1.968,,,11.7845,37.873,,,21.814,,1.4075,3.113,,0.563,,9.193,,,,,,,,,,,,67.0,,,40.5,45.0,,,35.0,,41.5,56.0,,75.0,,53.0,,,,"POLYGON ((-1.7578125 29.84064389983442, -1.7578125 29.916852233070166, -1.845703125 29.916852233070166, -1.845703125 29.84064389983442, -1.7578125 29.84064389983442))"
033131123211,,,,,,7.583,,,,,,,10.682,,,,,,,,,,,,,,,,,,,1.711,,,,,,,3.512,,,,,,,,,,,,,,,,,,,57.0,,,,,,,47.0,,,,,,,,,,,,,,"POLYGON ((-1.7578125 29.764377375163114, -1.7578125 29.84064389983442, -1.845703125 29.84064389983442, -1.845703125 29.764377375163114, -1.7578125 29.764377375163114))"
033131123213,,,,,,,,,,,,32.575,,,,,,,,,,,,,,,,,,,,,,,,,,3.63,,,,,,,,,,,,,,,,,,,,,,,,,,58.0,,,,,,,,,,,,,,,"POLYGON ((-1.7578125 29.688052749856794, -1.7578125 29.764377375163114, -1.845703125 29.764377375163114, -1.845703125 29.688052749856794, -1.7578125 29.688052749856794))"
033131123300,,,4.64,5.915,,3.705,6.0815,,,20.632,16.032,,1.374,0.225,,,,,,,52.313,13.827,48.458,,4.103,,,,1.515,2.569,,1.172,2.77,,,6.327333333333333,0.734,,1.1735,0.224,,,,,,,29.284,12.48,30.734,,0.142,,,,100.0,78.0,,77.0,56.0,,,57.0,80.5,,47.5,33.0,,,,,,,59.0,98.0,50.0,,68.0,,"POLYGON ((-1.669921875 29.764377375163114, -1.669921875 29.84064389983442, -1.7578125 29.84064389983442, -1.7578125 29.764377375163114, -1.669921875 29.764377375163114))"
033131123320,,,,,,,,,,,,,,,,,,,,173.857,,,,,,,,,,,,,,,,,,,,,,,,,,35.658,,,,,,,,,,,,,,,,,,,,,,,,,,55.0,,,,,,,"POLYGON ((-1.669921875 29.611670115197384, -1.669921875 29.688052749856794, -1.7578125 29.688052749856794, -1.7578125 29.611670115197384, -1.669921875 29.611670115197384))"
033131123321,,,,,,6.637,,,,,,,,,7.924,,,,,,,,,,,,,,,,,1.799,,,,,,,,,3.325,,,,,,,,,,,,,,,,,105.0,,,,,,,,,61.0,,,,,,,,,,,,"POLYGON ((-1.58203125 29.611670115197384, -1.58203125 29.688052749856794, -1.669921875 29.688052749856794, -1.669921875 29.611670115197384, -1.58203125 29.611670115197384))"
033131123323,,,,,,,0.769,,,19.912,33.263,3.718,12.851,36.577,,21.649,,,106.449,66.427,,19.153,,36.187,,39.375,,,,,,,1.542,,,21.9,20.952,1.115,7.025,12.965,,2.953,,,1.731,14.262,,6.471,,17.358,,0.318,,,,,,,62.0,,,29.0,53.0,73.0,53.0,31.0,,61.0,,,48.0,48.0,,79.0,,53.0,,50.0,"POLYGON ((-1.58203125 29.535229562948455, -1.58203125 29.611670115197384, -1.669921875 29.611670115197384, -1.669921875 29.535229562948455, -1.58203125 29.535229562948455))"
033131133333,,,,,,,,,,,,132.779,,,,,,,,,,,,,,,,,,,,,,,,,,46.483,,,,,,,,,,,,,,,,,,,,,,,,,,47.0,,,,,,,,,,,,,,,"POLYGON ((0 29.535229562948455, 0 29.611670115197384, -0.087890625 29.611670115197384, -0.087890625 29.535229562948455, 0 29.535229562948455))"
033131200030,,,,,1.445,,,,,,,,,,,,,,,,,,,,,,,,,,2.056,,,,,,,,,,,,,,,,,,,,,,,,,,142.0,,,,,,,,,,,,,,,,,,,,,,"POLYGON ((-5.361328125 29.305561325527698, -5.361328125 29.382175075145277, -5.44921875 29.382175075145277, -5.44921875 29.305561325527698, -5.361328125 29.305561325527698))"
033131200202,,,,,,,,,,,,,,,,,1.161,1.641,,,6.428,,,7.73,22.406,,,,,,,,,,,,,,,,,,2.098,0.716,,,22.584,,,4.375,13.52,,,,,,,,,,,,,,,,,,69.0,75.0,,,85.0,,,61.0,55.0,,"POLYGON ((-5.537109375 29.075375179558353, -5.537109375 29.152161283318915, -5.625 29.152161283318915, -5.625 29.075375179558353, -5.537109375 29.075375179558353))"
033131200211,,,,,,,,12.213,,,,,,,,,6.0655,3.944,,2.772,,7.021,7.863,,,,,,,,,,,2.695,,,,,,,,,1.3425,0.391,,0.835,,1.244,1.727,,,,,,,,,,,106.0,,,,,,,,,53.0,88.0,,65.0,,199.0,77.0,,,,"POLYGON ((-5.2734375 29.152161283318915, -5.2734375 29.22889003019423, -5.361328125 29.22889003019423, -5.361328125 29.152161283318915, -5.2734375 29.152161283318915))"
033131200212,,,,,,,,,,,,,,,,,,,,,,,19.365,,,27.266,,,,,,,,,,,,,,,,,,,,,,,10.862,,,41.511,,,,,,,,,,,,,,,,,,,,,,,67.0,,,72.0,"POLYGON ((-5.361328125 29.075375179558353, -5.361328125 29.152161283318915, -5.44921875 29.152161283318915, -5.44921875 29.075375179558353, -5.361328125 29.075375179558353))"
033131200213,,,,,,,,,,,,,,,,,,,,,2.182,,,,,,,,,,,,,,,,,,,,,,,,,,3.416,,,,,,,,,,,,,,,,,,,,,,,,,,79.0,,,,,,"POLYGON ((-5.2734375 29.075375179558353, -5.2734375 29.152161283318915, -5.361328125 29.152161283318915, -5.361328125 29.075375179558353, -5.2734375 29.075375179558353))"
033131200220,,,,,3.019,,,,,,,0.251,0.172,,,,,,,,6.3395,,,,,,,,,,2.1315,,,,,,,1.624,0.354,,,,,,,,4.151,,,,,,,,,,136.0,,,,,,,50.0,66.0,,,,,,,,58.5,,,,,,"POLYGON ((-5.537109375 28.998531814051802, -5.537109375 29.075375179558353, -5.625 29.075375179558353, -5.625 28.998531814051802, -5.537109375 28.998531814051802))"
033131200300,,,,,,,,,,,,,,,,,,,,,0.049,,,,,,,,,,,,,,,,,,,,,,,,,,0.193,,,,,,,,,,,,,,,,,,,,,,,,,,146.0,,,,,,"POLYGON ((-5.185546875 29.152161283318915, -5.185546875 29.22889003019423, -5.2734375 29.22889003019423, -5.2734375 29.152161283318915, -5.185546875 29.152161283318915))"
